index,image,groundTruth,legacy,legacy_abs_error,mobilenet_v2_single,mobilenet_v2_single_abs_error,mobilenet_v2_temporal3,mobilenet_v2_temporal3_abs_error
0,E:\桌面\kunmingr2\kunmingr2\1\1\0_0.0000.jpg,0.0,0.21036803722381592,0.21036803722381592,0.39216840267181396,0.39216840267181396,0.5050000548362732,0.5050000548362732
1,E:\桌面\kunmingr2\kunmingr2\1\1\1_0.0000.jpg,0.0,0.29049891233444214,0.29049891233444214,0.1705676019191742,0.1705676019191742,0.5538928508758545,0.5538928508758545
2,E:\桌面\kunmingr2\kunmingr2\1\1\2_0.0000.jpg,0.0,0.4991239309310913,0.4991239309310913,-0.03567369654774666,0.03567369654774666,0.48919710516929626,0.48919710516929626
3,E:\桌面\kunmingr2\kunmingr2\1\1\3_0.0000.jpg,0.0,0.6229102611541748,0.6229102611541748,0.0913378968834877,0.0913378968834877,0.5777363777160645,0.5777363777160645
4,E:\桌面\kunmingr2\kunmingr2\1\1\4_0.0000.jpg,0.0,0.7486873865127563,0.7486873865127563,0.1739315390586853,0.1739315390586853,0.680930495262146,0.680930495262146
5,E:\桌面\kunmingr2\kunmingr2\1\1\5_0.0000.jpg,0.0,0.8267682790756226,0.8267682790756226,-0.46309059858322144,0.46309059858322144,0.6773860454559326,0.6773860454559326
6,E:\桌面\kunmingr2\kunmingr2\1\1\6_0.0000.jpg,0.0,0.6984220743179321,0.6984220743179321,-0.5206021070480347,0.5206021070480347,0.4632810652256012,0.4632810652256012
7,E:\桌面\kunmingr2\kunmingr2\1\1\7_0.0000.jpg,0.0,0.4012387990951538,0.4012387990951538,-0.22132036089897156,0.22132036089897156,0.5607179403305054,0.5607179403305054
8,E:\桌面\kunmingr2\kunmingr2\1\1\8_0.0000.jpg,0.0,0.20656108856201172,0.20656108856201172,-0.10964982956647873,0.10964982956647873,0.4994514286518097,0.4994514286518097
9,E:\桌面\kunmingr2\kunmingr2\1\1\9_0.0000.jpg,0.0,-0.22772911190986633,0.22772911190986633,-0.013042546808719635,0.013042546808719635,0.5165448188781738,0.5165448188781738
10,E:\桌面\kunmingr2\kunmingr2\1\1\10_-2.5000.jpg,-2.5,-0.5163440704345703,1.9836559295654297,0.14605283737182617,2.646052837371826,0.5589042901992798,3.05890429019928
11,E:\桌面\kunmingr2\kunmingr2\1\1\11_-2.5000.jpg,-2.5,-0.6560564041137695,1.8439435958862305,-0.4144119620323181,2.085588037967682,0.23068687319755554,2.7306868731975555
12,E:\桌面\kunmingr2\kunmingr2\1\1\12_-2.5000.jpg,-2.5,-0.5023448467254639,1.9976551532745361,0.3272016644477844,2.8272016644477844,0.4953201115131378,2.995320111513138
13,E:\桌面\kunmingr2\kunmingr2\1\1\13_-2.5000.jpg,-2.5,-0.4937044680118561,2.006295531988144,0.36117327213287354,2.8611732721328735,0.5500989556312561,3.050098955631256
14,E:\桌面\kunmingr2\kunmingr2\1\1\14_-2.5000.jpg,-2.5,-0.42863723635673523,2.0713627636432648,-0.04400601610541344,2.4559939838945866,0.41770073771476746,2.9177007377147675
15,E:\桌面\kunmingr2\kunmingr2\1\1\15_-2.5000.jpg,-2.5,-0.6537150144577026,1.8462849855422974,-1.215092658996582,1.284907341003418,-0.3537382185459137,2.1462617814540863
16,E:\桌面\kunmingr2\kunmingr2\1\1\16_-2.5000.jpg,-2.5,-1.0814391374588013,1.4185608625411987,-1.5335713624954224,0.9664286375045776,-0.740016758441925,1.759983241558075
17,E:\桌面\kunmingr2\kunmingr2\1\1\17_-2.5000.jpg,-2.5,-1.3599462509155273,1.1400537490844727,-0.31543514132499695,2.184564858675003,-1.305415153503418,1.194584846496582
18,E:\桌面\kunmingr2\kunmingr2\1\1\18_-2.5000.jpg,-2.5,-0.9389568567276001,1.5610431432724,-0.7239423394203186,1.7760576605796814,-1.5267956256866455,0.9732043743133545
19,E:\桌面\kunmingr2\kunmingr2\1\1\19_-2.5000.jpg,-2.5,1.6606770753860474,4.160677075386047,-1.2832146883010864,1.2167853116989136,-1.4974498748779297,1.0025501251220703
20,E:\桌面\kunmingr2\kunmingr2\1\1\20_-2.5000.jpg,-2.5,1.9331618547439575,4.4331618547439575,-1.1630423069000244,1.3369576930999756,-1.460290551185608,1.039709448814392
21,E:\桌面\kunmingr2\kunmingr2\1\1\21_-2.5000.jpg,-2.5,1.8369091749191284,4.336909174919128,-1.2783838510513306,1.2216161489486694,-1.4313697814941406,1.0686302185058594
22,E:\桌面\kunmingr2\kunmingr2\1\1\22_-2.5000.jpg,-2.5,1.7733436822891235,4.2733436822891235,-0.6705214381217957,1.8294785618782043,-1.3469464778900146,1.1530535221099854
23,E:\桌面\kunmingr2\kunmingr2\1\1\23_-2.5000.jpg,-2.5,1.6136126518249512,4.113612651824951,-0.4729427099227905,2.0270572900772095,-1.2970466613769531,1.2029533386230469
24,E:\桌面\kunmingr2\kunmingr2\1\1\24_-2.5000.jpg,-2.5,1.5746502876281738,4.074650287628174,-0.1897178292274475,2.3102821707725525,-1.1499919891357422,1.3500080108642578
25,E:\桌面\kunmingr2\kunmingr2\1\1\25_-2.5000.jpg,-2.5,1.5027374029159546,4.002737402915955,-0.5399647355079651,1.960035264492035,-1.0698623657226562,1.4301376342773438
26,E:\桌面\kunmingr2\kunmingr2\1\1\26_-2.5000.jpg,-2.5,1.2579351663589478,3.7579351663589478,-1.0057260990142822,1.4942739009857178,-1.2160065174102783,1.2839934825897217
27,E:\桌面\kunmingr2\kunmingr2\1\1\27_0.0000.jpg,0.0,0.07249972224235535,0.07249972224235535,0.7921305894851685,0.7921305894851685,-0.7230321168899536,0.7230321168899536
28,E:\桌面\kunmingr2\kunmingr2\1\1\28_0.0000.jpg,0.0,-0.4487903416156769,0.4487903416156769,1.518454909324646,1.518454909324646,1.4823431968688965,1.4823431968688965
29,E:\桌面\kunmingr2\kunmingr2\1\1\29_0.0000.jpg,0.0,-1.1611839532852173,1.1611839532852173,1.515875220298767,1.515875220298767,1.488785743713379,1.488785743713379
30,E:\桌面\kunmingr2\kunmingr2\1\1\30_1.5300.jpg,1.53,-1.1792515516281128,2.709251551628113,1.5166914463043213,0.013308553695678738,1.0472174882888794,0.48278251171112063
31,E:\桌面\kunmingr2\kunmingr2\1\1\31_1.5300.jpg,1.53,-1.1956247091293335,2.7256247091293337,1.5162924528121948,0.013707547187805202,1.5333200693130493,0.0033200693130492898
32,E:\桌面\kunmingr2\kunmingr2\1\1\32_1.5300.jpg,1.53,-1.2764461040496826,2.806446104049683,1.463614821434021,0.06638517856597903,1.485770344734192,0.04422965526580813
33,E:\桌面\kunmingr2\kunmingr2\1\1\33_1.5300.jpg,1.53,-1.3538767099380493,2.8838767099380496,1.5042344331741333,0.025765566825866726,1.4733953475952148,0.05660465240478518
34,E:\桌面\kunmingr2\kunmingr2\1\1\34_1.5300.jpg,1.53,-1.416000247001648,2.946000247001648,1.4990501403808594,0.03094985961914065,1.4653232097625732,0.06467679023742678
35,E:\桌面\kunmingr2\kunmingr2\1\1\35_1.5300.jpg,1.53,-1.4293757677078247,2.959375767707825,1.5571550130844116,0.027155013084411594,1.4770326614379883,0.052967338562011745
36,E:\桌面\kunmingr2\kunmingr2\1\1\36_1.5300.jpg,1.53,-1.4497973918914795,2.9797973918914797,1.498188853263855,0.031811146736145046,1.4938676357269287,0.036132364273071316
37,E:\桌面\kunmingr2\kunmingr2\1\1\37_1.5300.jpg,1.53,-1.5030900239944458,3.033090023994446,1.4841680526733398,0.04583194732666018,1.4897339344024658,0.040266065597534206
38,E:\桌面\kunmingr2\kunmingr2\1\1\38_1.5300.jpg,1.53,-1.5527523756027222,3.0827523756027224,1.476345181465149,0.0536548185348511,1.528064489364624,0.0019355106353760032
39,E:\桌面\kunmingr2\kunmingr2\1\1\39_1.5300.jpg,1.53,-1.5889813899993896,3.11898138999939,1.5115940570831299,0.018405942916870144,1.4904853105545044,0.03951468944549563
40,E:\桌面\kunmingr2\kunmingr2\1\1\40_1.5300.jpg,1.53,-1.595816731452942,3.125816731452942,1.514208197593689,0.015791802406311062,1.5347299575805664,0.00472995758056638
41,E:\桌面\kunmingr2\kunmingr2\1\1\41_1.5300.jpg,1.53,-1.6283588409423828,3.158358840942383,1.5527089834213257,0.022708983421325657,1.427488088607788,0.10251191139221194
