index,image,groundTruth,mobilenet_v2,mobilenet_v2_abs_error
0,E:\桌面\kunmingr2\kunmingr2\3\1\0_0.0000.jpg,0.0,-1.0861955881118774,1.0861955881118774
1,E:\桌面\kunmingr2\kunmingr2\3\1\1_-1.5610.jpg,-1.561,-0.7614603042602539,0.799539695739746
2,E:\桌面\kunmingr2\kunmingr2\3\1\2_-1.5610.jpg,-1.561,-0.6424536108970642,0.9185463891029357
3,E:\桌面\kunmingr2\kunmingr2\3\1\3_-1.5610.jpg,-1.561,-1.496904969215393,0.06409503078460688
4,E:\桌面\kunmingr2\kunmingr2\3\1\4_-1.5610.jpg,-1.561,-1.5363093614578247,0.024690638542175236
5,E:\桌面\kunmingr2\kunmingr2\3\1\5_-1.5610.jpg,-1.561,-1.5773158073425293,0.016315807342529354
6,E:\桌面\kunmingr2\kunmingr2\3\1\6_-1.5610.jpg,-1.561,-1.5597690343856812,0.0012309656143187908
7,E:\桌面\kunmingr2\kunmingr2\3\1\7_-1.5610.jpg,-1.561,-1.5142735242843628,0.04672647571563715
8,E:\桌面\kunmingr2\kunmingr2\3\1\8_-1.5610.jpg,-1.561,-1.5004360675811768,0.060563932418823185
9,E:\桌面\kunmingr2\kunmingr2\3\1\9_-1.5610.jpg,-1.561,-1.5569746494293213,0.004025350570678654
10,E:\桌面\kunmingr2\kunmingr2\3\1\10_-1.5610.jpg,-1.561,-1.3860479593276978,0.1749520406723022
11,E:\桌面\kunmingr2\kunmingr2\3\1\11_-1.5610.jpg,-1.561,-1.5455390214920044,0.015460978507995549
12,E:\桌面\kunmingr2\kunmingr2\3\1\12_-1.5610.jpg,-1.561,-1.5383398532867432,0.02266014671325678
13,E:\桌面\kunmingr2\kunmingr2\3\1\13_-1.5610.jpg,-1.561,-1.5186785459518433,0.04232145404815668
14,E:\桌面\kunmingr2\kunmingr2\3\1\14_-1.5610.jpg,-1.561,-1.546417236328125,0.014582763671874943
15,E:\桌面\kunmingr2\kunmingr2\3\1\15_-1.5610.jpg,-1.561,-1.5608400106430054,0.00015998935699457206
16,E:\桌面\kunmingr2\kunmingr2\3\1\16_-1.5610.jpg,-1.561,-1.5809634923934937,0.01996349239349371
17,E:\桌面\kunmingr2\kunmingr2\3\1\17_-1.5610.jpg,-1.561,-1.356221318244934,0.20477868175506586
18,E:\桌面\kunmingr2\kunmingr2\3\1\18_-1.5610.jpg,-1.561,-1.5263949632644653,0.03460503673553461
19,E:\桌面\kunmingr2\kunmingr2\3\1\19_-1.5610.jpg,-1.561,-1.389929175376892,0.17107082462310785
20,E:\桌面\kunmingr2\kunmingr2\3\1\20_-1.5610.jpg,-1.561,-0.6616299748420715,0.8993700251579284
21,E:\桌面\kunmingr2\kunmingr2\3\1\21_-1.5610.jpg,-1.561,-0.9067386984825134,0.6542613015174865
