index,image,groundTruth,mobilenet_v2_shift1,mobilenet_v2_shift1_abs_error
0,E:\桌面\kunmingr2\kunmingr2\4\2\0_0.0000.jpg,0.0,0.9661787152290344,0.9661787152290344
1,E:\桌面\kunmingr2\kunmingr2\4\2\1_-1.6100.jpg,-1.61,0.43986982107162476,2.049869821071625
2,E:\桌面\kunmingr2\kunmingr2\4\2\2_-1.6100.jpg,-1.61,-0.18344420194625854,1.4265557980537416
3,E:\桌面\kunmingr2\kunmingr2\4\2\3_-1.6100.jpg,-1.61,0.7350292801856995,2.3450292801857
4,E:\桌面\kunmingr2\kunmingr2\4\2\4_-1.6100.jpg,-1.61,-0.11700552701950073,1.4929944729804994
5,E:\桌面\kunmingr2\kunmingr2\4\2\5_-1.6100.jpg,-1.61,0.25472861528396606,1.8647286152839662
6,E:\桌面\kunmingr2\kunmingr2\4\2\6_-1.6100.jpg,-1.61,-0.5050941705703735,1.1049058294296266
7,E:\桌面\kunmingr2\kunmingr2\4\2\7_-1.6100.jpg,-1.61,0.33133071660995483,1.941330716609955
8,E:\桌面\kunmingr2\kunmingr2\4\2\8_-1.6100.jpg,-1.61,-0.7045397162437439,0.9054602837562562
9,E:\桌面\kunmingr2\kunmingr2\4\2\9_-1.6100.jpg,-1.61,0.7375280261039734,2.3475280261039737
10,E:\桌面\kunmingr2\kunmingr2\4\2\10_-1.6100.jpg,-1.61,-0.15005312860012054,1.4599468713998796
11,E:\桌面\kunmingr2\kunmingr2\4\2\11_-1.6100.jpg,-1.61,-0.050218380987644196,1.559781619012356
12,E:\桌面\kunmingr2\kunmingr2\4\2\12_-1.6100.jpg,-1.61,-0.2581793963909149,1.3518206036090852
13,E:\桌面\kunmingr2\kunmingr2\4\2\13_-1.6100.jpg,-1.61,-0.5098007321357727,1.1001992678642274
14,E:\桌面\kunmingr2\kunmingr2\4\2\14_-1.6100.jpg,-1.61,-0.6666253209114075,0.9433746790885926
15,E:\桌面\kunmingr2\kunmingr2\4\2\15_-1.6100.jpg,-1.61,0.3018500804901123,1.9118500804901124
16,E:\桌面\kunmingr2\kunmingr2\4\2\16_-1.6100.jpg,-1.61,-0.11151887476444244,1.4984811252355577
17,E:\桌面\kunmingr2\kunmingr2\4\2\17_-1.6100.jpg,-1.61,0.17046059668064117,1.7804605966806413
18,E:\桌面\kunmingr2\kunmingr2\4\2\18_-1.6100.jpg,-1.61,0.5101120471954346,2.120112047195435
19,E:\桌面\kunmingr2\kunmingr2\4\2\19_-1.6100.jpg,-1.61,0.37720394134521484,1.987203941345215
20,E:\桌面\kunmingr2\kunmingr2\4\2\20_1.7000.jpg,1.7,0.6456845998764038,1.0543154001235961
21,E:\桌面\kunmingr2\kunmingr2\4\2\21_1.7000.jpg,1.7,0.5768941044807434,1.1231058955192565
22,E:\桌面\kunmingr2\kunmingr2\4\2\22_1.7000.jpg,1.7,0.8955588936805725,0.8044411063194274
23,E:\桌面\kunmingr2\kunmingr2\4\2\23_1.7000.jpg,1.7,1.1704535484313965,0.5295464515686035
24,E:\桌面\kunmingr2\kunmingr2\4\2\24_1.7000.jpg,1.7,0.9299566149711609,0.7700433850288391
25,E:\桌面\kunmingr2\kunmingr2\4\2\25_1.7000.jpg,1.7,0.9881840348243713,0.7118159651756286
26,E:\桌面\kunmingr2\kunmingr2\4\2\26_1.7000.jpg,1.7,0.9371094107627869,0.7628905892372131
27,E:\桌面\kunmingr2\kunmingr2\4\2\27_1.7000.jpg,1.7,0.6020293831825256,1.0979706168174743
28,E:\桌面\kunmingr2\kunmingr2\4\2\28_1.7000.jpg,1.7,0.7177584767341614,0.9822415232658386
29,E:\桌面\kunmingr2\kunmingr2\4\2\29_1.7000.jpg,1.7,0.823536217212677,0.876463782787323
30,E:\桌面\kunmingr2\kunmingr2\4\2\30_1.7000.jpg,1.7,0.395119845867157,1.304880154132843
31,E:\桌面\kunmingr2\kunmingr2\4\2\31_1.7000.jpg,1.7,-0.35236579179763794,2.052365791797638
32,E:\桌面\kunmingr2\kunmingr2\4\2\32_1.7000.jpg,1.7,0.1878562718629837,1.5121437281370163
33,E:\桌面\kunmingr2\kunmingr2\4\2\33_1.7000.jpg,1.7,1.0720168352127075,0.6279831647872924
34,E:\桌面\kunmingr2\kunmingr2\4\2\34_1.7000.jpg,1.7,1.27117121219635,0.42882878780364986
35,E:\桌面\kunmingr2\kunmingr2\4\2\35_1.7000.jpg,1.7,1.162009596824646,0.537990403175354
36,E:\桌面\kunmingr2\kunmingr2\4\2\36_1.7000.jpg,1.7,0.9603807330131531,0.7396192669868469
37,E:\桌面\kunmingr2\kunmingr2\4\2\37_1.7000.jpg,1.7,0.5496956706047058,1.1503043293952941
38,E:\桌面\kunmingr2\kunmingr2\4\2\38_1.7000.jpg,1.7,-1.0752060413360596,2.7752060413360597
39,E:\桌面\kunmingr2\kunmingr2\4\2\39_0.0000.jpg,0.0,0.28387320041656494,0.28387320041656494
40,E:\桌面\kunmingr2\kunmingr2\4\2\40_0.0000.jpg,0.0,-0.06045421212911606,0.06045421212911606
41,E:\桌面\kunmingr2\kunmingr2\4\2\41_0.0000.jpg,0.0,-0.20712068676948547,0.20712068676948547
