index,image,groundTruth,improved_mobilenet_aux,improved_mobilenet_aux_abs_error,legacy_original_cnn,legacy_original_cnn_abs_error
0,E:\桌面\kunmingr2\kunmingr2\3\2\0_0.0000.jpg,0.0,-0.791964590549469,0.791964590549469,1.1782068014144897,1.1782068014144897
1,E:\桌面\kunmingr2\kunmingr2\3\2\1_-1.5610.jpg,-1.561,-1.0292046070098877,0.5317953929901122,1.2165189981460571,2.777518998146057
2,E:\桌面\kunmingr2\kunmingr2\3\2\2_-1.5610.jpg,-1.561,-1.1831440925598145,0.3778559074401855,1.2452356815338135,2.8062356815338134
3,E:\桌面\kunmingr2\kunmingr2\3\2\3_-1.5610.jpg,-1.561,-0.9002839922904968,0.6607160077095031,1.0674490928649902,2.62844909286499
4,E:\桌面\kunmingr2\kunmingr2\3\2\4_-1.5610.jpg,-1.561,-1.2460460662841797,0.31495393371582026,0.7647120952606201,2.32571209526062
5,E:\桌面\kunmingr2\kunmingr2\3\2\5_-1.5610.jpg,-1.561,-1.1860690116882324,0.3749309883117675,0.11613160371780396,1.677131603717804
6,E:\桌面\kunmingr2\kunmingr2\3\2\6_-1.5610.jpg,-1.561,-1.1471598148345947,0.4138401851654052,-0.3381393253803253,1.2228606746196746
7,E:\桌面\kunmingr2\kunmingr2\3\2\7_-1.5610.jpg,-1.561,-1.2407989501953125,0.32020104980468744,-0.9609357118606567,0.6000642881393432
8,E:\桌面\kunmingr2\kunmingr2\3\2\8_-1.5610.jpg,-1.561,-1.0345935821533203,0.5264064178466796,-1.0731396675109863,0.4878603324890136
9,E:\桌面\kunmingr2\kunmingr2\3\2\9_-1.5610.jpg,-1.561,-1.0389735698699951,0.5220264301300048,-0.8651031255722046,0.6958968744277954
10,E:\桌面\kunmingr2\kunmingr2\3\2\10_-1.5610.jpg,-1.561,-1.1773784160614014,0.3836215839385986,-0.5193302631378174,1.0416697368621826
11,E:\桌面\kunmingr2\kunmingr2\3\2\11_-1.5610.jpg,-1.561,-0.7879785299301147,0.7730214700698852,0.20022335648536682,1.7612233564853668
12,E:\桌面\kunmingr2\kunmingr2\3\2\12_-1.5610.jpg,-1.561,-0.6055418252944946,0.9554581747055053,0.554274320602417,2.115274320602417
13,E:\桌面\kunmingr2\kunmingr2\3\2\13_-1.5610.jpg,-1.561,-0.5013859868049622,1.0596140131950378,1.1611058712005615,2.7221058712005615
14,E:\桌面\kunmingr2\kunmingr2\3\2\14_-1.5610.jpg,-1.561,-0.7445376515388489,0.8164623484611511,1.4036412239074707,2.9646412239074706
15,E:\桌面\kunmingr2\kunmingr2\3\2\15_-1.5610.jpg,-1.561,-1.2847468852996826,0.2762531147003173,1.5852645635604858,3.146264563560486
16,E:\桌面\kunmingr2\kunmingr2\3\2\16_-1.5610.jpg,-1.561,-1.3323321342468262,0.22866786575317377,1.5930286645889282,3.154028664588928
17,E:\桌面\kunmingr2\kunmingr2\3\2\17_-1.5610.jpg,-1.561,-1.1876130104064941,0.3733869895935058,1.601029634475708,3.162029634475708
18,E:\桌面\kunmingr2\kunmingr2\3\2\18_-1.5610.jpg,-1.561,-1.6717612743377686,0.11076127433776861,1.613453984260559,3.174453984260559
19,E:\桌面\kunmingr2\kunmingr2\3\2\19_-1.5610.jpg,-1.561,-1.4204540252685547,0.14054597473144526,1.5944401025772095,3.1554401025772094
20,E:\桌面\kunmingr2\kunmingr2\3\2\20_-1.5610.jpg,-1.561,-1.7304136753082275,0.1694136753082276,1.5651935338974,3.1261935338974
21,E:\桌面\kunmingr2\kunmingr2\3\2\21_-1.5610.jpg,-1.561,-1.3889968395233154,0.1720031604766845,1.2873523235321045,2.8483523235321044
22,E:\桌面\kunmingr2\kunmingr2\3\2\22_-1.5610.jpg,-1.561,-1.4713759422302246,0.08962405776977533,1.0699952840805054,2.6309952840805053
23,E:\桌面\kunmingr2\kunmingr2\3\2\23_-1.5610.jpg,-1.561,-1.3298535346984863,0.23114646530151362,0.2290399670600891,1.790039967060089
24,E:\桌面\kunmingr2\kunmingr2\3\2\24_-1.5610.jpg,-1.561,-1.1451358795166016,0.4158641204833984,-0.586078405380249,0.9749215946197509
25,E:\桌面\kunmingr2\kunmingr2\3\2\25_-1.5610.jpg,-1.561,-1.518568754196167,0.04243124580383295,-1.5243173837661743,0.03668261623382563
26,E:\桌面\kunmingr2\kunmingr2\3\2\26_-1.5610.jpg,-1.561,-0.5992238521575928,0.9617761478424072,-1.5734485387802124,0.01244853878021246
27,E:\桌面\kunmingr2\kunmingr2\3\2\27_-1.5610.jpg,-1.561,-0.04884490370750427,1.5121550962924957,-1.4935613870620728,0.06743861293792719
28,E:\桌面\kunmingr2\kunmingr2\3\2\28_0.0000.jpg,0.0,-0.3499754071235657,0.3499754071235657,-1.4560679197311401,1.4560679197311401
29,E:\桌面\kunmingr2\kunmingr2\3\2\29_0.0000.jpg,0.0,-0.31636661291122437,0.31636661291122437,-1.4692524671554565,1.4692524671554565
30,E:\桌面\kunmingr2\kunmingr2\3\2\30_0.0000.jpg,0.0,-0.5391983389854431,0.5391983389854431,-1.4778904914855957,1.4778904914855957
31,E:\桌面\kunmingr2\kunmingr2\3\2\31_0.0000.jpg,0.0,-0.5091025233268738,0.5091025233268738,-1.4844776391983032,1.4844776391983032
32,E:\桌面\kunmingr2\kunmingr2\3\2\32_0.0000.jpg,0.0,-0.7068579792976379,0.7068579792976379,-1.4834271669387817,1.4834271669387817
33,E:\桌面\kunmingr2\kunmingr2\3\2\33_0.0000.jpg,0.0,-0.8135882616043091,0.8135882616043091,-1.5056722164154053,1.5056722164154053
34,E:\桌面\kunmingr2\kunmingr2\3\2\34_0.0000.jpg,0.0,-0.7918391823768616,0.7918391823768616,-1.5025089979171753,1.5025089979171753
