index,image,groundTruth,mobilenet_v2,mobilenet_v2_abs_error
0,E:\桌面\kunmingr2\kunmingr2\3\2\0_0.0000.jpg,0.0,-0.14942866563796997,0.14942866563796997
1,E:\桌面\kunmingr2\kunmingr2\3\2\1_-1.5610.jpg,-1.561,-0.8560145497322083,0.7049854502677917
2,E:\桌面\kunmingr2\kunmingr2\3\2\2_-1.5610.jpg,-1.561,-0.5024097561836243,1.0585902438163757
3,E:\桌面\kunmingr2\kunmingr2\3\2\3_-1.5610.jpg,-1.561,-1.3539823293685913,0.20701767063140863
4,E:\桌面\kunmingr2\kunmingr2\3\2\4_-1.5610.jpg,-1.561,-1.540079116821289,0.02092088317871088
5,E:\桌面\kunmingr2\kunmingr2\3\2\5_-1.5610.jpg,-1.561,-1.5381672382354736,0.02283276176452631
6,E:\桌面\kunmingr2\kunmingr2\3\2\6_-1.5610.jpg,-1.561,-1.533619999885559,0.02738000011444086
7,E:\桌面\kunmingr2\kunmingr2\3\2\7_-1.5610.jpg,-1.561,-1.50829017162323,0.05270982837676996
8,E:\桌面\kunmingr2\kunmingr2\3\2\8_-1.5610.jpg,-1.561,-1.5042510032653809,0.056748996734619084
9,E:\桌面\kunmingr2\kunmingr2\3\2\9_-1.5610.jpg,-1.561,-1.4133155345916748,0.14768446540832514
10,E:\桌面\kunmingr2\kunmingr2\3\2\10_-1.5610.jpg,-1.561,-1.0096246004104614,0.5513753995895385
11,E:\桌面\kunmingr2\kunmingr2\3\2\11_-1.5610.jpg,-1.561,-1.4955053329467773,0.0654946670532226
12,E:\桌面\kunmingr2\kunmingr2\3\2\12_-1.5610.jpg,-1.561,-1.5259966850280762,0.03500331497192377
13,E:\桌面\kunmingr2\kunmingr2\3\2\13_-1.5610.jpg,-1.561,-1.1834136247634888,0.3775863752365112
14,E:\桌面\kunmingr2\kunmingr2\3\2\14_-1.5610.jpg,-1.561,-1.4151898622512817,0.1458101377487182
15,E:\桌面\kunmingr2\kunmingr2\3\2\15_-1.5610.jpg,-1.561,-1.498963713645935,0.062036286354064885
16,E:\桌面\kunmingr2\kunmingr2\3\2\16_-1.5610.jpg,-1.561,-1.5403475761413574,0.02065242385864252
17,E:\桌面\kunmingr2\kunmingr2\3\2\17_-1.5610.jpg,-1.561,-1.5065172910690308,0.05448270893096918
18,E:\桌面\kunmingr2\kunmingr2\3\2\18_-1.5610.jpg,-1.561,-1.582898497581482,0.02189849758148199
19,E:\桌面\kunmingr2\kunmingr2\3\2\19_-1.5610.jpg,-1.561,-0.7112424373626709,0.849757562637329
20,E:\桌面\kunmingr2\kunmingr2\3\2\20_-1.5610.jpg,-1.561,-0.6638200879096985,0.8971799120903015
21,E:\桌面\kunmingr2\kunmingr2\3\2\21_-1.5610.jpg,-1.561,-1.5079941749572754,0.05300582504272455
22,E:\桌面\kunmingr2\kunmingr2\3\2\22_-1.5610.jpg,-1.561,-0.7161251902580261,0.8448748097419738
23,E:\桌面\kunmingr2\kunmingr2\3\2\23_-1.5610.jpg,-1.561,-1.3225418329238892,0.23845816707611078
24,E:\桌面\kunmingr2\kunmingr2\3\2\24_-1.5610.jpg,-1.561,-0.9721736311912537,0.5888263688087463
25,E:\桌面\kunmingr2\kunmingr2\3\2\25_-1.5610.jpg,-1.561,-0.7123162746429443,0.8486837253570556
26,E:\桌面\kunmingr2\kunmingr2\3\2\26_-1.5610.jpg,-1.561,-0.6747449040412903,0.8862550959587097
27,E:\桌面\kunmingr2\kunmingr2\3\2\27_-1.5610.jpg,-1.561,-0.22144857048988342,1.3395514295101165
28,E:\桌面\kunmingr2\kunmingr2\3\2\28_0.0000.jpg,0.0,-0.10914904624223709,0.10914904624223709
29,E:\桌面\kunmingr2\kunmingr2\3\2\29_0.0000.jpg,0.0,-1.4828089475631714,1.4828089475631714
30,E:\桌面\kunmingr2\kunmingr2\3\2\30_0.0000.jpg,0.0,-1.496034026145935,1.496034026145935
31,E:\桌面\kunmingr2\kunmingr2\3\2\31_0.0000.jpg,0.0,-1.4912406206130981,1.4912406206130981
32,E:\桌面\kunmingr2\kunmingr2\3\2\32_0.0000.jpg,0.0,-1.3477689027786255,1.3477689027786255
33,E:\桌面\kunmingr2\kunmingr2\3\2\33_0.0000.jpg,0.0,-0.9609149098396301,0.9609149098396301
34,E:\桌面\kunmingr2\kunmingr2\3\2\34_0.0000.jpg,0.0,-0.8807141184806824,0.8807141184806824
35,E:\桌面\kunmingr2\kunmingr2\3\2\35_0.0000.jpg,0.0,-1.517340064048767,1.517340064048767
36,E:\桌面\kunmingr2\kunmingr2\3\2\36_0.0000.jpg,0.0,-1.4826105833053589,1.4826105833053589
37,E:\桌面\kunmingr2\kunmingr2\3\2\37_0.0000.jpg,0.0,-0.2814863920211792,0.2814863920211792
38,E:\桌面\kunmingr2\kunmingr2\3\2\38_0.0000.jpg,0.0,-1.2500706911087036,1.2500706911087036
39,E:\桌面\kunmingr2\kunmingr2\3\2\39_0.0000.jpg,0.0,-1.510597586631775,1.510597586631775
40,E:\桌面\kunmingr2\kunmingr2\3\2\40_0.0000.jpg,0.0,-1.5191367864608765,1.5191367864608765
41,E:\桌面\kunmingr2\kunmingr2\3\2\41_0.0000.jpg,0.0,-1.545570731163025,1.545570731163025
42,E:\桌面\kunmingr2\kunmingr2\3\2\42_0.0000.jpg,0.0,-1.5611354112625122,1.5611354112625122
43,E:\桌面\kunmingr2\kunmingr2\3\2\43_0.0000.jpg,0.0,-1.5237685441970825,1.5237685441970825
44,E:\桌面\kunmingr2\kunmingr2\3\2\44_0.0000.jpg,0.0,-1.519007682800293,1.519007682800293
45,E:\桌面\kunmingr2\kunmingr2\3\2\45_0.0000.jpg,0.0,-1.506321668624878,1.506321668624878
46,E:\桌面\kunmingr2\kunmingr2\3\2\46_0.0000.jpg,0.0,-1.4863444566726685,1.4863444566726685
47,E:\桌面\kunmingr2\kunmingr2\3\2\47_0.0000.jpg,0.0,-1.4874314069747925,1.4874314069747925
48,E:\桌面\kunmingr2\kunmingr2\3\2\48_-1.4000.jpg,-1.4,-1.4896156787872314,0.08961567878723153
49,E:\桌面\kunmingr2\kunmingr2\3\2\49_-1.4000.jpg,-1.4,-1.495638370513916,0.0956383705139161
50,E:\桌面\kunmingr2\kunmingr2\3\2\50_-1.4000.jpg,-1.4,-0.7420662045478821,0.6579337954521178
51,E:\桌面\kunmingr2\kunmingr2\3\2\51_-1.4000.jpg,-1.4,-1.5175588130950928,0.11755881309509286
52,E:\桌面\kunmingr2\kunmingr2\3\2\52_-1.4000.jpg,-1.4,-1.5169469118118286,0.1169469118118287
53,E:\桌面\kunmingr2\kunmingr2\3\2\53_-1.4000.jpg,-1.4,-1.4993435144424438,0.09934351444244394
54,E:\桌面\kunmingr2\kunmingr2\3\2\54_-1.4000.jpg,-1.4,-1.5295052528381348,0.12950525283813485
55,E:\桌面\kunmingr2\kunmingr2\3\2\55_-1.4000.jpg,-1.4,-1.5059394836425781,0.10593948364257821
56,E:\桌面\kunmingr2\kunmingr2\3\2\56_-1.4000.jpg,-1.4,-1.5160526037216187,0.11605260372161874
57,E:\桌面\kunmingr2\kunmingr2\3\2\57_-1.4000.jpg,-1.4,-1.5321491956710815,0.13214919567108163
58,E:\桌面\kunmingr2\kunmingr2\3\2\58_-1.4000.jpg,-1.4,-1.5156148672103882,0.11561486721038827
59,E:\桌面\kunmingr2\kunmingr2\3\2\59_-1.4000.jpg,-1.4,-1.0294808149337769,0.37051918506622306
60,E:\桌面\kunmingr2\kunmingr2\3\2\60_-1.4000.jpg,-1.4,-1.3885129690170288,0.011487030982971103
61,E:\桌面\kunmingr2\kunmingr2\3\2\61_-1.4000.jpg,-1.4,-1.6098377704620361,0.20983777046203622
62,E:\桌面\kunmingr2\kunmingr2\3\2\62_-1.4000.jpg,-1.4,-1.5655999183654785,0.1655999183654786
63,E:\桌面\kunmingr2\kunmingr2\3\2\63_-1.4000.jpg,-1.4,-0.9652418494224548,0.4347581505775451
64,E:\桌面\kunmingr2\kunmingr2\3\2\64_-1.4000.jpg,-1.4,-1.5454062223434448,0.1454062223434449
65,E:\桌面\kunmingr2\kunmingr2\3\2\65_-1.4000.jpg,-1.4,-1.5600491762161255,0.16004917621612558
66,E:\桌面\kunmingr2\kunmingr2\3\2\66_-1.4000.jpg,-1.4,-1.5340956449508667,0.1340956449508668
67,E:\桌面\kunmingr2\kunmingr2\3\2\67_-1.4000.jpg,-1.4,-1.4982022047042847,0.09820220470428476
68,E:\桌面\kunmingr2\kunmingr2\3\2\68_-1.4000.jpg,-1.4,-1.5478934049606323,0.1478934049606324
69,E:\桌面\kunmingr2\kunmingr2\3\2\69_-1.4000.jpg,-1.4,-1.5743510723114014,0.17435107231140146
70,E:\桌面\kunmingr2\kunmingr2\3\2\70_-1.4000.jpg,-1.4,-1.5210140943527222,0.12101409435272226
