index,image,groundTruth,mobilenet_v2_shift1,mobilenet_v2_shift1_abs_error
0,E:\桌面\kunmingr2\kunmingr2\5\2\0_1.5100.jpg,1.51,1.107704520225525,0.4022954797744751
1,E:\桌面\kunmingr2\kunmingr2\5\2\1_1.5100.jpg,1.51,1.181310772895813,0.328689227104187
2,E:\桌面\kunmingr2\kunmingr2\5\2\2_1.5100.jpg,1.51,1.3713685274124146,0.13863147258758546
3,E:\桌面\kunmingr2\kunmingr2\5\2\3_1.5100.jpg,1.51,1.1346412897109985,0.3753587102890015
4,E:\桌面\kunmingr2\kunmingr2\5\2\4_1.5100.jpg,1.51,1.1454359292984009,0.36456407070159913
5,E:\桌面\kunmingr2\kunmingr2\5\2\5_1.5100.jpg,1.51,1.119014859199524,0.3909851408004761
6,E:\桌面\kunmingr2\kunmingr2\5\2\6_1.5100.jpg,1.51,1.1782146692276,0.3317853307723999
7,E:\桌面\kunmingr2\kunmingr2\5\2\7_1.5100.jpg,1.51,1.2354000806808472,0.27459991931915284
8,E:\桌面\kunmingr2\kunmingr2\5\2\8_1.5100.jpg,1.51,1.246590256690979,0.263409743309021
9,E:\桌面\kunmingr2\kunmingr2\5\2\9_1.5100.jpg,1.51,1.1711539030075073,0.3388460969924927
10,E:\桌面\kunmingr2\kunmingr2\5\2\10_1.5100.jpg,1.51,1.0021113157272339,0.5078886842727661
11,E:\桌面\kunmingr2\kunmingr2\5\2\11_1.5100.jpg,1.51,1.1876778602600098,0.32232213973999024
12,E:\桌面\kunmingr2\kunmingr2\5\2\12_1.5100.jpg,1.51,1.3563686609268188,0.15363133907318116
13,E:\桌面\kunmingr2\kunmingr2\5\2\13_1.5100.jpg,1.51,1.1635804176330566,0.34641958236694337
14,E:\桌面\kunmingr2\kunmingr2\5\2\14_1.5100.jpg,1.51,1.019736647605896,0.490263352394104
15,E:\桌面\kunmingr2\kunmingr2\5\2\15_1.5100.jpg,1.51,1.09319269657135,0.4168073034286499
16,E:\桌面\kunmingr2\kunmingr2\5\2\16_1.5100.jpg,1.51,0.6958734393119812,0.8141265606880188
17,E:\桌面\kunmingr2\kunmingr2\5\2\17_1.5100.jpg,1.51,0.5753982067108154,0.9346017932891846
18,E:\桌面\kunmingr2\kunmingr2\5\2\18_1.5100.jpg,1.51,0.35620981454849243,1.1537901854515076
19,E:\桌面\kunmingr2\kunmingr2\5\2\19_1.5100.jpg,1.51,0.42059117555618286,1.0894088244438171
20,E:\桌面\kunmingr2\kunmingr2\5\2\20_1.5100.jpg,1.51,0.5476543307304382,0.9623456692695618
21,E:\桌面\kunmingr2\kunmingr2\5\2\21_1.5100.jpg,1.51,0.09717786312103271,1.4128221368789673
22,E:\桌面\kunmingr2\kunmingr2\5\2\22_1.5100.jpg,1.51,1.3786484003067017,0.13135159969329835
23,E:\桌面\kunmingr2\kunmingr2\5\2\23_1.5100.jpg,1.51,0.48230236768722534,1.0276976323127747
24,E:\桌面\kunmingr2\kunmingr2\5\2\24_1.5100.jpg,1.51,0.5433120131492615,0.9666879868507385
25,E:\桌面\kunmingr2\kunmingr2\5\2\25_1.5100.jpg,1.51,-0.02132142335176468,1.5313214233517647
26,E:\桌面\kunmingr2\kunmingr2\5\2\26_1.5100.jpg,1.51,-0.7483283281326294,2.258328328132629
27,E:\桌面\kunmingr2\kunmingr2\5\2\27_1.5100.jpg,1.51,-0.5363837480545044,2.046383748054504
28,E:\桌面\kunmingr2\kunmingr2\5\2\28_1.5100.jpg,1.51,-0.4558600187301636,1.9658600187301636
29,E:\桌面\kunmingr2\kunmingr2\5\2\29_1.5100.jpg,1.51,-0.16899403929710388,1.678994039297104
30,E:\桌面\kunmingr2\kunmingr2\5\2\30_1.5100.jpg,1.51,-0.40521085262298584,1.9152108526229858
31,E:\桌面\kunmingr2\kunmingr2\5\2\31_1.5100.jpg,1.51,-0.08771990984678268,1.5977199098467827
32,E:\桌面\kunmingr2\kunmingr2\5\2\32_1.5100.jpg,1.51,0.2588118314743042,1.2511881685256958
33,E:\桌面\kunmingr2\kunmingr2\5\2\33_1.5100.jpg,1.51,0.7133188247680664,0.7966811752319336
34,E:\桌面\kunmingr2\kunmingr2\5\2\34_1.5100.jpg,1.51,0.6017071008682251,0.9082928991317749
35,E:\桌面\kunmingr2\kunmingr2\5\2\35_1.5100.jpg,1.51,1.029035210609436,0.480964789390564
36,E:\桌面\kunmingr2\kunmingr2\5\2\36_1.5100.jpg,1.51,-0.06407724320888519,1.5740772432088852
37,E:\桌面\kunmingr2\kunmingr2\5\2\37_-1.8150.jpg,-1.815,0.3859773278236389,2.200977327823639
38,E:\桌面\kunmingr2\kunmingr2\5\2\38_-1.8150.jpg,-1.815,0.583422839641571,2.398422839641571
39,E:\桌面\kunmingr2\kunmingr2\5\2\39_-1.8150.jpg,-1.815,0.9333298802375793,2.7483298802375793
40,E:\桌面\kunmingr2\kunmingr2\5\2\40_-1.8150.jpg,-1.815,0.22549013793468475,2.0404901379346847
41,E:\桌面\kunmingr2\kunmingr2\5\2\41_-1.8150.jpg,-1.815,-1.5015743970870972,0.3134256029129028
42,E:\桌面\kunmingr2\kunmingr2\5\2\42_-1.8150.jpg,-1.815,-1.532155990600586,0.282844009399414
43,E:\桌面\kunmingr2\kunmingr2\5\2\43_-1.8150.jpg,-1.815,-1.5519429445266724,0.2630570554733276
44,E:\桌面\kunmingr2\kunmingr2\5\2\44_-1.8150.jpg,-1.815,-1.5614492893218994,0.25355071067810053
45,E:\桌面\kunmingr2\kunmingr2\5\2\45_-1.8150.jpg,-1.815,-1.5028185844421387,0.3121814155578613
46,E:\桌面\kunmingr2\kunmingr2\5\2\46_-1.8150.jpg,-1.815,-1.565937876701355,0.24906212329864497
47,E:\桌面\kunmingr2\kunmingr2\5\2\47_-1.8150.jpg,-1.815,-1.2561218738555908,0.5588781261444091
48,E:\桌面\kunmingr2\kunmingr2\5\2\48_-1.8150.jpg,-1.815,-1.0671206712722778,0.7478793287277221
49,E:\桌面\kunmingr2\kunmingr2\5\2\49_-1.8150.jpg,-1.815,-0.7950472235679626,1.0199527764320373
50,E:\桌面\kunmingr2\kunmingr2\5\2\50_-1.8150.jpg,-1.815,1.0007920265197754,2.8157920265197753
51,E:\桌面\kunmingr2\kunmingr2\5\2\51_1.5220.jpg,1.522,1.2276991605758667,0.2943008394241333
52,E:\桌面\kunmingr2\kunmingr2\5\2\52_1.5220.jpg,1.522,1.605810523033142,0.08381052303314207
53,E:\桌面\kunmingr2\kunmingr2\5\2\53_1.5220.jpg,1.522,1.6162151098251343,0.09421510982513426
54,E:\桌面\kunmingr2\kunmingr2\5\2\54_1.5220.jpg,1.522,1.5874300003051758,0.06543000030517576
55,E:\桌面\kunmingr2\kunmingr2\5\2\55_1.5220.jpg,1.522,1.4933775663375854,0.02862243366241457
56,E:\桌面\kunmingr2\kunmingr2\5\2\56_1.5220.jpg,1.522,1.3765276670455933,0.14547233295440676
57,E:\桌面\kunmingr2\kunmingr2\5\2\57_1.5220.jpg,1.522,0.9997840523719788,0.5222159476280213
58,E:\桌面\kunmingr2\kunmingr2\5\2\58_1.5220.jpg,1.522,1.0897423028945923,0.43225769710540773
59,E:\桌面\kunmingr2\kunmingr2\5\2\59_1.5220.jpg,1.522,0.7815977334976196,0.7404022665023804
60,E:\桌面\kunmingr2\kunmingr2\5\2\60_1.5220.jpg,1.522,0.6218346953392029,0.9001653046607971
61,E:\桌面\kunmingr2\kunmingr2\5\2\61_1.5220.jpg,1.522,1.3122996091842651,0.20970039081573488
62,E:\桌面\kunmingr2\kunmingr2\5\2\62_1.5220.jpg,1.522,1.092691421508789,0.42930857849121096
63,E:\桌面\kunmingr2\kunmingr2\5\2\63_1.5220.jpg,1.522,1.6110104322433472,0.08901043224334715
64,E:\桌面\kunmingr2\kunmingr2\5\2\64_1.5220.jpg,1.522,1.6783100366592407,0.1563100366592407
65,E:\桌面\kunmingr2\kunmingr2\5\2\65_1.5220.jpg,1.522,1.6530721187591553,0.13107211875915525
66,E:\桌面\kunmingr2\kunmingr2\5\2\66_1.5220.jpg,1.522,1.6635407209396362,0.1415407209396362
67,E:\桌面\kunmingr2\kunmingr2\5\2\67_1.5220.jpg,1.522,1.6412588357925415,0.11925883579254148
68,E:\桌面\kunmingr2\kunmingr2\5\2\68_1.5220.jpg,1.522,1.6056019067764282,0.0836019067764282
69,E:\桌面\kunmingr2\kunmingr2\5\2\69_1.5220.jpg,1.522,1.609904408454895,0.087904408454895
70,E:\桌面\kunmingr2\kunmingr2\5\2\70_1.5220.jpg,1.522,1.5632703304290771,0.04127033042907713
71,E:\桌面\kunmingr2\kunmingr2\5\2\71_1.5220.jpg,1.522,0.879951536655426,0.642048463344574
72,E:\桌面\kunmingr2\kunmingr2\5\2\72_1.5220.jpg,1.522,0.7120397686958313,0.8099602313041687
73,E:\桌面\kunmingr2\kunmingr2\5\2\73_1.5220.jpg,1.522,0.6464748382568359,0.8755251617431641
74,E:\桌面\kunmingr2\kunmingr2\5\2\74_0.0000.jpg,0.0,0.27599191665649414,0.27599191665649414
75,E:\桌面\kunmingr2\kunmingr2\5\2\75_0.0000.jpg,0.0,0.30317479372024536,0.30317479372024536
76,E:\桌面\kunmingr2\kunmingr2\5\2\76_0.0000.jpg,0.0,0.39630556106567383,0.39630556106567383
77,E:\桌面\kunmingr2\kunmingr2\5\2\77_0.0000.jpg,0.0,-0.10288162529468536,0.10288162529468536
78,E:\桌面\kunmingr2\kunmingr2\5\2\78_0.0000.jpg,0.0,-0.3227202296257019,0.3227202296257019
79,E:\桌面\kunmingr2\kunmingr2\5\2\79_0.0000.jpg,0.0,-0.07047145068645477,0.07047145068645477
80,E:\桌面\kunmingr2\kunmingr2\5\2\80_0.0000.jpg,0.0,-0.15941034257411957,0.15941034257411957
81,E:\桌面\kunmingr2\kunmingr2\5\2\81_0.0000.jpg,0.0,-0.030859313905239105,0.030859313905239105
82,E:\桌面\kunmingr2\kunmingr2\5\2\82_0.0000.jpg,0.0,-0.2213059961795807,0.2213059961795807
83,E:\桌面\kunmingr2\kunmingr2\5\2\83_0.0000.jpg,0.0,-0.17170947790145874,0.17170947790145874
84,E:\桌面\kunmingr2\kunmingr2\5\2\84_0.0000.jpg,0.0,-0.07142786681652069,0.07142786681652069
