index,image,groundTruth,legacy,legacy_abs_error,mobilenet_v2_single,mobilenet_v2_single_abs_error,mobilenet_v2_temporal3,mobilenet_v2_temporal3_abs_error
0,E:\桌面\kunmingr2\kunmingr2\4\2\0_0.0000.jpg,0.0,-0.8396893739700317,0.8396893739700317,-1.5969842672348022,1.5969842672348022,-1.2305759191513062,1.2305759191513062
1,E:\桌面\kunmingr2\kunmingr2\4\2\1_-1.6100.jpg,-1.61,-0.8250159025192261,0.784984097480774,-1.4827921390533447,0.12720786094665537,-1.5417765378952026,0.06822346210479746
2,E:\桌面\kunmingr2\kunmingr2\4\2\2_-1.6100.jpg,-1.61,-0.56122887134552,1.04877112865448,-1.5917253494262695,0.018274650573730566,-1.1089427471160889,0.5010572528839112
3,E:\桌面\kunmingr2\kunmingr2\4\2\3_-1.6100.jpg,-1.61,-0.3470679223537445,1.2629320776462556,-1.5814486742019653,0.028551325798034766,-1.3726842403411865,0.23731575965881357
4,E:\桌面\kunmingr2\kunmingr2\4\2\4_-1.6100.jpg,-1.61,0.008653461933135986,1.618653461933136,-1.5833503007888794,0.026649699211120703,-0.19492074847221375,1.4150792515277864
5,E:\桌面\kunmingr2\kunmingr2\4\2\5_-1.6100.jpg,-1.61,0.21185430884361267,1.8218543088436128,-1.2838274240493774,0.32617257595062266,-0.860273003578186,0.7497269964218141
6,E:\桌面\kunmingr2\kunmingr2\4\2\6_-1.6100.jpg,-1.61,0.49120503664016724,2.1012050366401676,-0.9739994406700134,0.6360005593299867,-0.22836631536483765,1.3816336846351625
7,E:\桌面\kunmingr2\kunmingr2\4\2\7_-1.6100.jpg,-1.61,0.45853710174560547,2.068537101745606,-1.5106931924819946,0.09930680751800547,-0.5966557264328003,1.0133442735671998
8,E:\桌面\kunmingr2\kunmingr2\4\2\8_-1.6100.jpg,-1.61,0.3406960964202881,1.9506960964202882,-1.4414688348770142,0.16853116512298594,0.06357160955667496,1.673571609556675
9,E:\桌面\kunmingr2\kunmingr2\4\2\9_-1.6100.jpg,-1.61,0.34891369938850403,1.9589136993885041,-1.2524198293685913,0.3575801706314088,0.013318181037902832,1.623318181037903
10,E:\桌面\kunmingr2\kunmingr2\4\2\10_-1.6100.jpg,-1.61,0.43139153718948364,2.041391537189484,-0.6277679800987244,0.9822320199012757,-0.6155941486358643,0.9944058513641358
11,E:\桌面\kunmingr2\kunmingr2\4\2\11_-1.6100.jpg,-1.61,0.4553665816783905,2.065366581678391,-1.526743769645691,0.08325623035430918,-0.4450727701187134,1.1649272298812867
12,E:\桌面\kunmingr2\kunmingr2\4\2\12_-1.6100.jpg,-1.61,0.6106919050216675,2.220691905021668,-1.539239764213562,0.07076023578643809,-1.4035369157791138,0.20646308422088633
13,E:\桌面\kunmingr2\kunmingr2\4\2\13_-1.6100.jpg,-1.61,0.754692554473877,2.3646925544738773,-0.6311156153678894,0.9788843846321107,-1.3235894441604614,0.28641055583953867
