index,image,groundTruth,improved_mobilenet_aux,improved_mobilenet_aux_abs_error,legacy_original_cnn,legacy_original_cnn_abs_error
0,E:\桌面\kunmingr2\kunmingr2\3\1\0_0.0000.jpg,0.0,-1.4234304428100586,1.4234304428100586,1.3739961385726929,1.3739961385726929
1,E:\桌面\kunmingr2\kunmingr2\3\1\1_-1.5610.jpg,-1.561,-1.2950520515441895,0.2659479484558105,1.4858430624008179,3.046843062400818
2,E:\桌面\kunmingr2\kunmingr2\3\1\2_-1.5610.jpg,-1.561,-1.235187292098999,0.3258127079010009,1.5549999475479126,3.1159999475479125
3,E:\桌面\kunmingr2\kunmingr2\3\1\3_-1.5610.jpg,-1.561,-1.3447163105010986,0.2162836894989013,1.5424180030822754,3.1034180030822753
4,E:\桌面\kunmingr2\kunmingr2\3\1\4_-1.5610.jpg,-1.561,-1.5033926963806152,0.05760730361938471,1.3472226858139038,2.9082226858139038
5,E:\桌面\kunmingr2\kunmingr2\3\1\5_-1.5610.jpg,-1.561,-1.4416000843048096,0.11939991569519037,0.6078274250030518,2.1688274250030517
6,E:\桌面\kunmingr2\kunmingr2\3\1\6_-1.5610.jpg,-1.561,-1.4507122039794922,0.11028779602050776,-0.1402430534362793,1.4207569465637206
7,E:\桌面\kunmingr2\kunmingr2\3\1\7_-1.5610.jpg,-1.561,-1.3296759128570557,0.23132408714294428,-1.1354013681411743,0.4255986318588256
8,E:\桌面\kunmingr2\kunmingr2\3\1\8_-1.5610.jpg,-1.561,-1.403052806854248,0.1579471931457519,-1.2529650926589966,0.30803490734100336
9,E:\桌面\kunmingr2\kunmingr2\3\1\9_-1.5610.jpg,-1.561,-1.215094804763794,0.345905195236206,-1.1095736026763916,0.45142639732360834
10,E:\桌面\kunmingr2\kunmingr2\3\1\10_-1.5610.jpg,-1.561,-0.9346508383750916,0.6263491616249084,-0.8466033935546875,0.7143966064453124
11,E:\桌面\kunmingr2\kunmingr2\3\1\11_-1.5610.jpg,-1.561,-0.6117326021194458,0.9492673978805541,-0.06105378270149231,1.4999462172985076
12,E:\桌面\kunmingr2\kunmingr2\3\1\12_-1.5610.jpg,-1.561,-0.8092203736305237,0.7517796263694763,0.24494990706443787,1.8059499070644378
13,E:\桌面\kunmingr2\kunmingr2\3\1\13_-1.5610.jpg,-1.561,-1.3334145545959473,0.22758544540405268,0.7073618769645691,2.268361876964569
14,E:\桌面\kunmingr2\kunmingr2\3\1\14_-1.5610.jpg,-1.561,-0.40991348028182983,1.15108651971817,0.8941938877105713,2.4551938877105712
15,E:\桌面\kunmingr2\kunmingr2\3\1\15_-1.5610.jpg,-1.561,-1.524184226989746,0.03681577301025385,1.2920506000518799,2.85305060005188
16,E:\桌面\kunmingr2\kunmingr2\3\1\16_-1.5610.jpg,-1.561,-1.3440144062042236,0.2169855937957763,1.4234997034072876,2.9844997034072875
17,E:\桌面\kunmingr2\kunmingr2\3\1\17_-1.5610.jpg,-1.561,-1.6641242504119873,0.10312425041198736,1.4596091508865356,3.0206091508865356
18,E:\桌面\kunmingr2\kunmingr2\3\1\18_-1.5610.jpg,-1.561,-1.5052800178527832,0.05571998214721674,1.4112424850463867,2.9722424850463867
19,E:\桌面\kunmingr2\kunmingr2\3\1\19_-1.5610.jpg,-1.561,-1.5269052982330322,0.03409470176696772,0.8758805990219116,2.4368805990219116
20,E:\桌面\kunmingr2\kunmingr2\3\1\20_-1.5610.jpg,-1.561,-1.6069676876068115,0.04596768760681158,0.7733566761016846,2.3343566761016845
