index,image,groundTruth,improved_mobilenet_aux,improved_mobilenet_aux_abs_error,legacy_original_cnn,legacy_original_cnn_abs_error
0,E:\桌面\kunmingr2\kunmingr2\5\1\0_1.5100.jpg,1.51,1.1465988159179688,0.36340118408203126,0.5985404253005981,0.9114595746994019
1,E:\桌面\kunmingr2\kunmingr2\5\1\1_1.5100.jpg,1.51,1.2432198524475098,0.26678014755249024,0.8907798528671265,0.6192201471328735
2,E:\桌面\kunmingr2\kunmingr2\5\1\2_1.5100.jpg,1.51,1.390153169631958,0.119846830368042,1.1145431995391846,0.39545680046081544
3,E:\桌面\kunmingr2\kunmingr2\5\1\3_1.5100.jpg,1.51,1.4548101425170898,0.055189857482910165,1.2777621746063232,0.23223782539367677
4,E:\桌面\kunmingr2\kunmingr2\5\1\4_1.5100.jpg,1.51,1.579824686050415,0.06982468605041503,1.4222862720489502,0.08771372795104981
5,E:\桌面\kunmingr2\kunmingr2\5\1\5_1.5100.jpg,1.51,1.516228437423706,0.006228437423706046,1.4909485578536987,0.01905144214630128
6,E:\桌面\kunmingr2\kunmingr2\5\1\6_1.5100.jpg,1.51,1.3634297847747803,0.14657021522521974,1.478190541267395,0.03180945873260499
7,E:\桌面\kunmingr2\kunmingr2\5\1\7_1.5100.jpg,1.51,1.1078670024871826,0.4021329975128174,1.4172972440719604,0.09270275592803956
8,E:\桌面\kunmingr2\kunmingr2\5\1\8_1.5100.jpg,1.51,1.5535151958465576,0.04351519584655761,1.3605560064315796,0.14944399356842042
9,E:\桌面\kunmingr2\kunmingr2\5\1\9_1.5100.jpg,1.51,1.4908804893493652,0.019119510650634775,1.25459623336792,0.2554037666320801
10,E:\桌面\kunmingr2\kunmingr2\5\1\10_1.5100.jpg,1.51,1.6756889820098877,0.1656889820098877,1.1927168369293213,0.3172831630706787
11,E:\桌面\kunmingr2\kunmingr2\5\1\11_1.5100.jpg,1.51,1.5854120254516602,0.07541202545166015,1.1392126083374023,0.37078739166259767
12,E:\桌面\kunmingr2\kunmingr2\5\1\12_1.5100.jpg,1.51,1.2843537330627441,0.22564626693725587,1.0964345932006836,0.4135654067993164
13,E:\桌面\kunmingr2\kunmingr2\5\1\13_1.5100.jpg,1.51,1.2237353324890137,0.28626466751098634,1.117160677909851,0.39283932209014893
14,E:\桌面\kunmingr2\kunmingr2\5\1\14_1.5100.jpg,1.51,1.593569040298462,0.0835690402984619,1.168969750404358,0.3410302495956421
15,E:\桌面\kunmingr2\kunmingr2\5\1\15_1.5100.jpg,1.51,1.5946276187896729,0.08462761878967284,1.2544665336608887,0.25553346633911134
16,E:\桌面\kunmingr2\kunmingr2\5\1\16_1.5100.jpg,1.51,1.4830715656280518,0.02692843437194825,1.3093477487564087,0.20065225124359132
17,E:\桌面\kunmingr2\kunmingr2\5\1\17_1.5100.jpg,1.51,1.503770351409912,0.0062296485900878995,1.411638617515564,0.09836138248443604
18,E:\桌面\kunmingr2\kunmingr2\5\1\18_1.5100.jpg,1.51,1.5098376274108887,0.000162372589111337,1.4698173999786377,0.040182600021362314
19,E:\桌面\kunmingr2\kunmingr2\5\1\19_1.5100.jpg,1.51,1.040379524230957,0.469620475769043,1.5630751848220825,0.05307518482208251
20,E:\桌面\kunmingr2\kunmingr2\5\1\20_1.5100.jpg,1.51,1.1911747455596924,0.3188252544403076,1.6349382400512695,0.12493824005126952
21,E:\桌面\kunmingr2\kunmingr2\5\1\21_1.5100.jpg,1.51,1.2086491584777832,0.3013508415222168,1.6689010858535767,0.15890108585357665
22,E:\桌面\kunmingr2\kunmingr2\5\1\22_1.5100.jpg,1.51,0.739898681640625,0.770101318359375,1.6841968297958374,0.1741968297958374
23,E:\桌面\kunmingr2\kunmingr2\5\1\23_1.5100.jpg,1.51,1.089653730392456,0.42034626960754395,1.630893349647522,0.12089334964752196
24,E:\桌面\kunmingr2\kunmingr2\5\1\24_1.5100.jpg,1.51,1.103478193283081,0.40652180671691895,1.488686203956604,0.021313796043396005
25,E:\桌面\kunmingr2\kunmingr2\5\1\25_1.5100.jpg,1.51,0.7443205714225769,0.7656794285774231,1.4872499704360962,0.022750029563903817
26,E:\桌面\kunmingr2\kunmingr2\5\1\26_1.5100.jpg,1.51,0.4516020119190216,1.0583979880809784,1.249573826789856,0.26042617321014405
