index,image,groundTruth,legacy,legacy_abs_error,mobilenet_v2_single,mobilenet_v2_single_abs_error,mobilenet_v2_temporal3,mobilenet_v2_temporal3_abs_error
0,E:\桌面\kunmingr2\kunmingr2\3\1\0_0.0000.jpg,0.0,1.3739961385726929,1.3739961385726929,-1.0861955881118774,1.0861955881118774,-0.5516735315322876,0.5516735315322876
1,E:\桌面\kunmingr2\kunmingr2\3\1\1_-1.5610.jpg,-1.561,1.4858430624008179,3.046843062400818,-0.7614603042602539,0.799539695739746,0.018718592822551727,1.5797185928225517
2,E:\桌面\kunmingr2\kunmingr2\3\1\2_-1.5610.jpg,-1.561,1.5549999475479126,3.1159999475479125,-0.6424536108970642,0.9185463891029357,-0.12629693746566772,1.4347030625343322
3,E:\桌面\kunmingr2\kunmingr2\3\1\3_-1.5610.jpg,-1.561,1.5424180030822754,3.1034180030822753,-1.496904969215393,0.06409503078460688,-0.8147372603416443,0.7462627396583557
4,E:\桌面\kunmingr2\kunmingr2\3\1\4_-1.5610.jpg,-1.561,1.3472226858139038,2.9082226858139038,-1.5363093614578247,0.024690638542175236,-1.4395548105239868,0.12144518947601313
5,E:\桌面\kunmingr2\kunmingr2\3\1\5_-1.5610.jpg,-1.561,0.6078274250030518,2.1688274250030517,-1.5773158073425293,0.016315807342529354,-1.4938424825668335,0.06715751743316645
6,E:\桌面\kunmingr2\kunmingr2\3\1\6_-1.5610.jpg,-1.561,-0.1402430534362793,1.4207569465637206,-1.5597690343856812,0.0012309656143187908,-1.4554747343063354,0.1055252656936645
7,E:\桌面\kunmingr2\kunmingr2\3\1\7_-1.5610.jpg,-1.561,-1.1354013681411743,0.4255986318588256,-1.5142735242843628,0.04672647571563715,-0.946393609046936,0.6146063909530639
8,E:\桌面\kunmingr2\kunmingr2\3\1\8_-1.5610.jpg,-1.561,-1.2529650926589966,0.30803490734100336,-1.5004360675811768,0.060563932418823185,-1.1226367950439453,0.43836320495605463
9,E:\桌面\kunmingr2\kunmingr2\3\1\9_-1.5610.jpg,-1.561,-1.1095736026763916,0.45142639732360834,-1.5569746494293213,0.004025350570678654,-0.4694907069206238,1.0915092930793762
10,E:\桌面\kunmingr2\kunmingr2\3\1\10_-1.5610.jpg,-1.561,-0.8466033935546875,0.7143966064453124,-1.3860479593276978,0.1749520406723022,-0.8576017022132874,0.7033982977867126
11,E:\桌面\kunmingr2\kunmingr2\3\1\11_-1.5610.jpg,-1.561,-0.06105378270149231,1.4999462172985076,-1.5455390214920044,0.015460978507995549,-1.4804236888885498,0.08057631111145014
12,E:\桌面\kunmingr2\kunmingr2\3\1\12_-1.5610.jpg,-1.561,0.24494990706443787,1.8059499070644378,-1.5383398532867432,0.02266014671325678,-1.2802276611328125,0.28077233886718744
13,E:\桌面\kunmingr2\kunmingr2\3\1\13_-1.5610.jpg,-1.561,0.7073618769645691,2.268361876964569,-1.5186785459518433,0.04232145404815668,-1.4083809852600098,0.15261901473999018
14,E:\桌面\kunmingr2\kunmingr2\3\1\14_-1.5610.jpg,-1.561,0.8941938877105713,2.4551938877105712,-1.546417236328125,0.014582763671874943,-0.9514377117156982,0.6095622882843017
15,E:\桌面\kunmingr2\kunmingr2\3\1\15_-1.5610.jpg,-1.561,1.2920506000518799,2.85305060005188,-1.5608400106430054,0.00015998935699457206,-0.6288082003593445,0.9321917996406555
16,E:\桌面\kunmingr2\kunmingr2\3\1\16_-1.5610.jpg,-1.561,1.4234997034072876,2.9844997034072875,-1.5809634923934937,0.01996349239349371,-0.9495621919631958,0.6114378080368041
17,E:\桌面\kunmingr2\kunmingr2\3\1\17_-1.5610.jpg,-1.561,1.4596091508865356,3.0206091508865356,-1.356221318244934,0.20477868175506586,-1.3929975032806396,0.1680024967193603
18,E:\桌面\kunmingr2\kunmingr2\3\1\18_-1.5610.jpg,-1.561,1.4112424850463867,2.9722424850463867,-1.5263949632644653,0.03460503673553461,-1.5729609727859497,0.011960972785949764
