index,image,groundTruth,legacy,legacy_abs_error,mobilenet_v2_single,mobilenet_v2_single_abs_error,mobilenet_v2_temporal3,mobilenet_v2_temporal3_abs_error
0,E:\桌面\kunmingr2\kunmingr2\5\2\0_1.5100.jpg,1.51,0.4152853190898895,1.0947146809101105,1.5281039476394653,0.018103947639465323,1.5015441179275513,0.00845588207244874
1,E:\桌面\kunmingr2\kunmingr2\5\2\1_1.5100.jpg,1.51,0.8208249807357788,0.6891750192642212,1.5329171419143677,0.022917141914367667,1.5237479209899902,0.013747920989990225
2,E:\桌面\kunmingr2\kunmingr2\5\2\2_1.5100.jpg,1.51,1.0779905319213867,0.4320094680786133,1.5459574460983276,0.03595744609832763,1.4820330142974854,0.027966985702514657
3,E:\桌面\kunmingr2\kunmingr2\5\2\3_1.5100.jpg,1.51,1.156403660774231,0.35359633922576905,1.529249906539917,0.019249906539916983,1.4915980100631714,0.018401989936828622
4,E:\桌面\kunmingr2\kunmingr2\5\2\4_1.5100.jpg,1.51,1.3183435201644897,0.19165647983551026,1.461696982383728,0.04830301761627198,1.4982883930206299,0.011711606979370126
5,E:\桌面\kunmingr2\kunmingr2\5\2\5_1.5100.jpg,1.51,1.398729681968689,0.11127031803131104,1.5424870252609253,0.032487025260925284,1.5064904689788818,0.003509531021118173
6,E:\桌面\kunmingr2\kunmingr2\5\2\6_1.5100.jpg,1.51,1.4577845335006714,0.05221546649932862,1.5125001668930054,0.002500166893005362,1.5234501361846924,0.013450136184692374
7,E:\桌面\kunmingr2\kunmingr2\5\2\7_1.5100.jpg,1.51,1.4648323059082031,0.045167694091796884,1.5266460180282593,0.01664601802825927,1.5177593231201172,0.007759323120117179
8,E:\桌面\kunmingr2\kunmingr2\5\2\8_1.5100.jpg,1.51,1.4112117290496826,0.09878827095031739,1.5134944915771484,0.0034944915771484286,1.5347466468811035,0.024746646881103507
9,E:\桌面\kunmingr2\kunmingr2\5\2\9_1.5100.jpg,1.51,1.3711835145950317,0.13881648540496827,1.513310194015503,0.003310194015502921,1.529097318649292,0.019097318649291983
10,E:\桌面\kunmingr2\kunmingr2\5\2\10_1.5100.jpg,1.51,1.2639683485031128,0.24603165149688722,1.4762053489685059,0.03379465103149415,1.543107032775879,0.0331070327758789
11,E:\桌面\kunmingr2\kunmingr2\5\2\11_1.5100.jpg,1.51,1.2047803401947021,0.30521965980529786,1.5025830268859863,0.007416973114013681,1.5458126068115234,0.03581260681152343
