index,image,groundTruth,mobilenet_v2_shift1,mobilenet_v2_shift1_abs_error
0,E:\桌面\kunmingr2\kunmingr2\2\1\0_0.0000.jpg,0.0,0.29761606454849243,0.29761606454849243
1,E:\桌面\kunmingr2\kunmingr2\2\1\1_0.0000.jpg,0.0,0.1658998280763626,0.1658998280763626
2,E:\桌面\kunmingr2\kunmingr2\2\1\2_0.0000.jpg,0.0,-0.6216913461685181,0.6216913461685181
3,E:\桌面\kunmingr2\kunmingr2\2\1\3_0.0000.jpg,0.0,-0.3320622742176056,0.3320622742176056
4,E:\桌面\kunmingr2\kunmingr2\2\1\4_0.0000.jpg,0.0,0.1154022365808487,0.1154022365808487
5,E:\桌面\kunmingr2\kunmingr2\2\1\5_0.0000.jpg,0.0,-0.36975836753845215,0.36975836753845215
6,E:\桌面\kunmingr2\kunmingr2\2\1\6_0.0000.jpg,0.0,-0.6264275908470154,0.6264275908470154
7,E:\桌面\kunmingr2\kunmingr2\2\1\7_0.0000.jpg,0.0,0.27758288383483887,0.27758288383483887
8,E:\桌面\kunmingr2\kunmingr2\2\1\8_0.0000.jpg,0.0,0.12363921105861664,0.12363921105861664
9,E:\桌面\kunmingr2\kunmingr2\2\1\9_0.0000.jpg,0.0,0.5914641618728638,0.5914641618728638
10,E:\桌面\kunmingr2\kunmingr2\2\1\10_0.0000.jpg,0.0,0.35228198766708374,0.35228198766708374
11,E:\桌面\kunmingr2\kunmingr2\2\1\11_0.0000.jpg,0.0,0.557546079158783,0.557546079158783
12,E:\桌面\kunmingr2\kunmingr2\2\1\12_0.0000.jpg,0.0,0.270831823348999,0.270831823348999
13,E:\桌面\kunmingr2\kunmingr2\2\1\13_1.3997.jpg,1.3997,0.7751043438911438,0.6245956561088561
14,E:\桌面\kunmingr2\kunmingr2\2\1\14_1.3997.jpg,1.3997,0.6706851124763489,0.7290148875236511
15,E:\桌面\kunmingr2\kunmingr2\2\1\15_1.3997.jpg,1.3997,0.37309014797210693,1.026609852027893
16,E:\桌面\kunmingr2\kunmingr2\2\1\16_1.3997.jpg,1.3997,0.01920013129711151,1.3804998687028884
17,E:\桌面\kunmingr2\kunmingr2\2\1\17_1.3997.jpg,1.3997,0.5683672428131104,0.8313327571868896
18,E:\桌面\kunmingr2\kunmingr2\2\1\18_1.3997.jpg,1.3997,0.221165731549263,1.178534268450737
19,E:\桌面\kunmingr2\kunmingr2\2\1\19_1.3997.jpg,1.3997,0.44058340787887573,0.9591165921211242
20,E:\桌面\kunmingr2\kunmingr2\2\1\20_1.3997.jpg,1.3997,0.9232607483863831,0.4764392516136169
21,E:\桌面\kunmingr2\kunmingr2\2\1\21_1.3997.jpg,1.3997,0.8259708881378174,0.5737291118621826
22,E:\桌面\kunmingr2\kunmingr2\2\1\22_1.3997.jpg,1.3997,1.0038843154907227,0.3958156845092773
23,E:\桌面\kunmingr2\kunmingr2\2\1\23_1.3997.jpg,1.3997,0.5798503160476685,0.8198496839523315
24,E:\桌面\kunmingr2\kunmingr2\2\1\24_1.3997.jpg,1.3997,0.1966256946325302,1.2030743053674697
25,E:\桌面\kunmingr2\kunmingr2\2\1\25_1.3997.jpg,1.3997,-0.25569358468055725,1.6553935846805572
26,E:\桌面\kunmingr2\kunmingr2\2\1\26_1.3997.jpg,1.3997,-0.34714269638061523,1.7468426963806152
27,E:\桌面\kunmingr2\kunmingr2\2\1\27_1.3997.jpg,1.3997,0.26727592945098877,1.1324240705490112
28,E:\桌面\kunmingr2\kunmingr2\2\1\28_1.3997.jpg,1.3997,0.4202350974082947,0.9794649025917053
29,E:\桌面\kunmingr2\kunmingr2\2\1\29_1.3997.jpg,1.3997,0.44762736558914185,0.9520726344108581
30,E:\桌面\kunmingr2\kunmingr2\2\1\30_1.3997.jpg,1.3997,0.8547763824462891,0.5449236175537109
31,E:\桌面\kunmingr2\kunmingr2\2\1\31_1.3997.jpg,1.3997,0.7268374562263489,0.6728625437736511
32,E:\桌面\kunmingr2\kunmingr2\2\1\32_1.3997.jpg,1.3997,0.8369271159172058,0.5627728840827941
33,E:\桌面\kunmingr2\kunmingr2\2\1\33_1.3997.jpg,1.3997,0.5923866629600525,0.8073133370399475
34,E:\桌面\kunmingr2\kunmingr2\2\1\34_1.3997.jpg,1.3997,1.1695023775100708,0.23019762248992914
35,E:\桌面\kunmingr2\kunmingr2\2\1\35_1.3997.jpg,1.3997,0.6633858680725098,0.7363141319274902
36,E:\桌面\kunmingr2\kunmingr2\2\1\36_1.3997.jpg,1.3997,0.8916555047035217,0.5080444952964782
37,E:\桌面\kunmingr2\kunmingr2\2\1\37_1.3997.jpg,1.3997,0.35195696353912354,1.0477430364608764
38,E:\桌面\kunmingr2\kunmingr2\2\1\38_1.3997.jpg,1.3997,0.5149282813072205,0.8847717186927795
39,E:\桌面\kunmingr2\kunmingr2\2\1\39_1.3997.jpg,1.3997,0.800544261932373,0.5991557380676269
40,E:\桌面\kunmingr2\kunmingr2\2\1\40_1.3997.jpg,1.3997,0.7415173649787903,0.6581826350212097
41,E:\桌面\kunmingr2\kunmingr2\2\1\41_1.3997.jpg,1.3997,0.3463324308395386,1.0533675691604614
42,E:\桌面\kunmingr2\kunmingr2\2\1\42_1.3997.jpg,1.3997,0.6360977292060852,0.7636022707939147
43,E:\桌面\kunmingr2\kunmingr2\2\1\43_1.3997.jpg,1.3997,0.5199585556983948,0.8797414443016052
44,E:\桌面\kunmingr2\kunmingr2\2\1\44_1.3997.jpg,1.3997,0.8169366717338562,0.5827633282661437
45,E:\桌面\kunmingr2\kunmingr2\2\1\45_1.3997.jpg,1.3997,0.2937542796134949,1.105945720386505
46,E:\桌面\kunmingr2\kunmingr2\2\1\46_1.3997.jpg,1.3997,0.6511797904968262,0.7485202095031738
47,E:\桌面\kunmingr2\kunmingr2\2\1\47_1.3997.jpg,1.3997,0.720894992351532,0.678805007648468
48,E:\桌面\kunmingr2\kunmingr2\2\1\48_1.3997.jpg,1.3997,1.157962679862976,0.24173732013702387
49,E:\桌面\kunmingr2\kunmingr2\2\1\49_1.3997.jpg,1.3997,0.9564631581306458,0.4432368418693542
50,E:\桌面\kunmingr2\kunmingr2\2\1\50_1.3997.jpg,1.3997,0.6789636015892029,0.7207363984107971
51,E:\桌面\kunmingr2\kunmingr2\2\1\51_1.3997.jpg,1.3997,1.0395692586898804,0.3601307413101196
52,E:\桌面\kunmingr2\kunmingr2\2\1\52_1.3997.jpg,1.3997,0.4565877318382263,0.9431122681617736
53,E:\桌面\kunmingr2\kunmingr2\2\1\53_1.3997.jpg,1.3997,1.2561393976211548,0.14356060237884516
