index,image,groundTruth,mobilenet_v2,mobilenet_v2_abs_error
0,E:\桌面\kunmingr2\kunmingr2\1\1\0_0.0000.jpg,0.0,0.39216840267181396,0.39216840267181396
1,E:\桌面\kunmingr2\kunmingr2\1\1\1_0.0000.jpg,0.0,0.1705676019191742,0.1705676019191742
2,E:\桌面\kunmingr2\kunmingr2\1\1\2_0.0000.jpg,0.0,-0.03567369654774666,0.03567369654774666
3,E:\桌面\kunmingr2\kunmingr2\1\1\3_0.0000.jpg,0.0,0.0913378968834877,0.0913378968834877
4,E:\桌面\kunmingr2\kunmingr2\1\1\4_0.0000.jpg,0.0,0.1739315390586853,0.1739315390586853
5,E:\桌面\kunmingr2\kunmingr2\1\1\5_0.0000.jpg,0.0,-0.46309059858322144,0.46309059858322144
6,E:\桌面\kunmingr2\kunmingr2\1\1\6_0.0000.jpg,0.0,-0.5206021070480347,0.5206021070480347
7,E:\桌面\kunmingr2\kunmingr2\1\1\7_0.0000.jpg,0.0,-0.22132036089897156,0.22132036089897156
8,E:\桌面\kunmingr2\kunmingr2\1\1\8_0.0000.jpg,0.0,-0.10964982956647873,0.10964982956647873
9,E:\桌面\kunmingr2\kunmingr2\1\1\9_0.0000.jpg,0.0,-0.013042546808719635,0.013042546808719635
10,E:\桌面\kunmingr2\kunmingr2\1\1\10_-2.5000.jpg,-2.5,0.14605283737182617,2.646052837371826
11,E:\桌面\kunmingr2\kunmingr2\1\1\11_-2.5000.jpg,-2.5,-0.4144119620323181,2.085588037967682
12,E:\桌面\kunmingr2\kunmingr2\1\1\12_-2.5000.jpg,-2.5,0.3272016644477844,2.8272016644477844
13,E:\桌面\kunmingr2\kunmingr2\1\1\13_-2.5000.jpg,-2.5,0.36117327213287354,2.8611732721328735
14,E:\桌面\kunmingr2\kunmingr2\1\1\14_-2.5000.jpg,-2.5,-0.04400601610541344,2.4559939838945866
15,E:\桌面\kunmingr2\kunmingr2\1\1\15_-2.5000.jpg,-2.5,-1.215092658996582,1.284907341003418
16,E:\桌面\kunmingr2\kunmingr2\1\1\16_-2.5000.jpg,-2.5,-1.5335713624954224,0.9664286375045776
17,E:\桌面\kunmingr2\kunmingr2\1\1\17_-2.5000.jpg,-2.5,-0.31543514132499695,2.184564858675003
18,E:\桌面\kunmingr2\kunmingr2\1\1\18_-2.5000.jpg,-2.5,-0.7239423394203186,1.7760576605796814
19,E:\桌面\kunmingr2\kunmingr2\1\1\19_-2.5000.jpg,-2.5,-1.2832146883010864,1.2167853116989136
20,E:\桌面\kunmingr2\kunmingr2\1\1\20_-2.5000.jpg,-2.5,-1.1630423069000244,1.3369576930999756
21,E:\桌面\kunmingr2\kunmingr2\1\1\21_-2.5000.jpg,-2.5,-1.2783838510513306,1.2216161489486694
22,E:\桌面\kunmingr2\kunmingr2\1\1\22_-2.5000.jpg,-2.5,-0.6705214381217957,1.8294785618782043
23,E:\桌面\kunmingr2\kunmingr2\1\1\23_-2.5000.jpg,-2.5,-0.4729427099227905,2.0270572900772095
24,E:\桌面\kunmingr2\kunmingr2\1\1\24_-2.5000.jpg,-2.5,-0.1897178292274475,2.3102821707725525
25,E:\桌面\kunmingr2\kunmingr2\1\1\25_-2.5000.jpg,-2.5,-0.5399647355079651,1.960035264492035
26,E:\桌面\kunmingr2\kunmingr2\1\1\26_-2.5000.jpg,-2.5,-1.0057260990142822,1.4942739009857178
27,E:\桌面\kunmingr2\kunmingr2\1\1\27_0.0000.jpg,0.0,0.7921305894851685,0.7921305894851685
28,E:\桌面\kunmingr2\kunmingr2\1\1\28_0.0000.jpg,0.0,1.518454909324646,1.518454909324646
29,E:\桌面\kunmingr2\kunmingr2\1\1\29_0.0000.jpg,0.0,1.515875220298767,1.515875220298767
30,E:\桌面\kunmingr2\kunmingr2\1\1\30_1.5300.jpg,1.53,1.5166914463043213,0.013308553695678738
31,E:\桌面\kunmingr2\kunmingr2\1\1\31_1.5300.jpg,1.53,1.5162924528121948,0.013707547187805202
32,E:\桌面\kunmingr2\kunmingr2\1\1\32_1.5300.jpg,1.53,1.463614821434021,0.06638517856597903
33,E:\桌面\kunmingr2\kunmingr2\1\1\33_1.5300.jpg,1.53,1.5042344331741333,0.025765566825866726
34,E:\桌面\kunmingr2\kunmingr2\1\1\34_1.5300.jpg,1.53,1.4990501403808594,0.03094985961914065
35,E:\桌面\kunmingr2\kunmingr2\1\1\35_1.5300.jpg,1.53,1.5571550130844116,0.027155013084411594
36,E:\桌面\kunmingr2\kunmingr2\1\1\36_1.5300.jpg,1.53,1.498188853263855,0.031811146736145046
37,E:\桌面\kunmingr2\kunmingr2\1\1\37_1.5300.jpg,1.53,1.4841680526733398,0.04583194732666018
38,E:\桌面\kunmingr2\kunmingr2\1\1\38_1.5300.jpg,1.53,1.476345181465149,0.0536548185348511
39,E:\桌面\kunmingr2\kunmingr2\1\1\39_1.5300.jpg,1.53,1.5115940570831299,0.018405942916870144
40,E:\桌面\kunmingr2\kunmingr2\1\1\40_1.5300.jpg,1.53,1.514208197593689,0.015791802406311062
41,E:\桌面\kunmingr2\kunmingr2\1\1\41_1.5300.jpg,1.53,1.5527089834213257,0.022708983421325657
42,E:\桌面\kunmingr2\kunmingr2\1\1\42_1.5300.jpg,1.53,1.5697811841964722,0.03978118419647214
43,E:\桌面\kunmingr2\kunmingr2\1\1\43_1.5300.jpg,1.53,1.5289275646209717,0.001072435379028347
44,E:\桌面\kunmingr2\kunmingr2\1\1\44_1.5300.jpg,1.53,1.5243970155715942,0.005602984428405788
45,E:\桌面\kunmingr2\kunmingr2\1\1\45_1.5300.jpg,1.53,1.5300830602645874,8.30602645873757e-05
46,E:\桌面\kunmingr2\kunmingr2\1\1\46_1.5300.jpg,1.53,1.5569671392440796,0.026967139244079563
