index,image,groundTruth,legacy,legacy_abs_error,mobilenet_v2_single,mobilenet_v2_single_abs_error,mobilenet_v2_temporal3,mobilenet_v2_temporal3_abs_error
0,E:\桌面\kunmingr2\kunmingr2\1\2\0_0.0000.jpg,0.0,0.25954505801200867,0.25954505801200867,0.22514963150024414,0.22514963150024414,0.4443334639072418,0.4443334639072418
1,E:\桌面\kunmingr2\kunmingr2\1\2\1_0.0000.jpg,0.0,0.34439295530319214,0.34439295530319214,0.3827219605445862,0.3827219605445862,0.5473446846008301,0.5473446846008301
2,E:\桌面\kunmingr2\kunmingr2\1\2\2_0.0000.jpg,0.0,0.5320144295692444,0.5320144295692444,0.2280425727367401,0.2280425727367401,0.42521730065345764,0.42521730065345764
3,E:\桌面\kunmingr2\kunmingr2\1\2\3_0.0000.jpg,0.0,0.6367712020874023,0.6367712020874023,0.241450697183609,0.241450697183609,0.41456469893455505,0.41456469893455505
4,E:\桌面\kunmingr2\kunmingr2\1\2\4_0.0000.jpg,0.0,0.6772812604904175,0.6772812604904175,0.11023052781820297,0.11023052781820297,0.6146409511566162,0.6146409511566162
5,E:\桌面\kunmingr2\kunmingr2\1\2\5_0.0000.jpg,0.0,0.7836865186691284,0.7836865186691284,-0.21026642620563507,0.21026642620563507,0.4620119035243988,0.4620119035243988
6,E:\桌面\kunmingr2\kunmingr2\1\2\6_0.0000.jpg,0.0,0.6027393341064453,0.6027393341064453,-0.2905081808567047,0.2905081808567047,0.48248013854026794,0.48248013854026794
7,E:\桌面\kunmingr2\kunmingr2\1\2\7_0.0000.jpg,0.0,0.3227669298648834,0.3227669298648834,-0.15385405719280243,0.15385405719280243,0.6517118811607361,0.6517118811607361
8,E:\桌面\kunmingr2\kunmingr2\1\2\8_0.0000.jpg,0.0,0.13473773002624512,0.13473773002624512,-0.07399754971265793,0.07399754971265793,0.46220311522483826,0.46220311522483826
9,E:\桌面\kunmingr2\kunmingr2\1\2\9_0.0000.jpg,0.0,-0.19778165221214294,0.19778165221214294,-0.051214799284935,0.051214799284935,0.39495834708213806,0.39495834708213806
10,E:\桌面\kunmingr2\kunmingr2\1\2\10_-2.5000.jpg,-2.5,-0.49265608191490173,2.0073439180850983,-0.023059647530317307,2.4769403524696827,0.3016689717769623,2.8016689717769623
11,E:\桌面\kunmingr2\kunmingr2\1\2\11_-2.5000.jpg,-2.5,-0.6813350915908813,1.8186649084091187,-0.24346870183944702,2.256531298160553,0.257419615983963,2.757419615983963
12,E:\桌面\kunmingr2\kunmingr2\1\2\12_-2.5000.jpg,-2.5,-0.6113427877426147,1.8886572122573853,-0.15822064876556396,2.341779351234436,0.2987549602985382,2.798754960298538
13,E:\桌面\kunmingr2\kunmingr2\1\2\13_-2.5000.jpg,-2.5,-0.5533753633499146,1.9466246366500854,0.08392439037561417,2.583924390375614,0.4450930058956146,2.9450930058956146
14,E:\桌面\kunmingr2\kunmingr2\1\2\14_-2.5000.jpg,-2.5,-0.49371537566185,2.00628462433815,-0.026011988520622253,2.4739880114793777,0.5332420468330383,3.0332420468330383
15,E:\桌面\kunmingr2\kunmingr2\1\2\15_-2.5000.jpg,-2.5,-0.7953153848648071,1.7046846151351929,-1.2715154886245728,1.2284845113754272,-0.6536164879798889,1.846383512020111
16,E:\桌面\kunmingr2\kunmingr2\1\2\16_-2.5000.jpg,-2.5,-1.032974362373352,1.467025637626648,-1.407771110534668,1.092228889465332,-0.8124802708625793,1.6875197291374207
17,E:\桌面\kunmingr2\kunmingr2\1\2\17_-2.5000.jpg,-2.5,-1.325447678565979,1.174552321434021,-1.4495971202850342,1.0504028797149658,-1.3737479448318481,1.1262520551681519
18,E:\桌面\kunmingr2\kunmingr2\1\2\18_-2.5000.jpg,-2.5,-0.9560242891311646,1.5439757108688354,-1.1511839628219604,1.3488160371780396,-1.535125970840454,0.9648740291595459
19,E:\桌面\kunmingr2\kunmingr2\1\2\19_-2.5000.jpg,-2.5,1.5961371660232544,4.096137166023254,-1.1168971061706543,1.3831028938293457,-1.5255330801010132,0.9744669198989868
20,E:\桌面\kunmingr2\kunmingr2\1\2\20_-2.5000.jpg,-2.5,1.919984221458435,4.419984221458435,-1.5018973350524902,0.9981026649475098,-1.4862416982650757,1.0137583017349243
21,E:\桌面\kunmingr2\kunmingr2\1\2\21_-2.5000.jpg,-2.5,1.8475571870803833,4.347557187080383,-1.3065015077590942,1.1934984922409058,-1.4486274719238281,1.0513725280761719
22,E:\桌面\kunmingr2\kunmingr2\1\2\22_-2.5000.jpg,-2.5,1.747747778892517,4.247747778892517,-0.8891512751579285,1.6108487248420715,-1.3645720481872559,1.1354279518127441
23,E:\桌面\kunmingr2\kunmingr2\1\2\23_-2.5000.jpg,-2.5,1.6105543375015259,4.110554337501526,-0.5940142869949341,1.905985713005066,-1.2560926675796509,1.2439073324203491
24,E:\桌面\kunmingr2\kunmingr2\1\2\24_-2.5000.jpg,-2.5,1.6001001596450806,4.100100159645081,-0.17651864886283875,2.3234813511371613,-1.2515764236450195,1.2484235763549805
25,E:\桌面\kunmingr2\kunmingr2\1\2\25_-2.5000.jpg,-2.5,1.4973995685577393,3.9973995685577393,-0.8758192658424377,1.6241807341575623,-0.7743332982063293,1.7256667017936707
26,E:\桌面\kunmingr2\kunmingr2\1\2\26_-2.5000.jpg,-2.5,1.2758527994155884,3.7758527994155884,-0.9869810938835144,1.5130189061164856,-1.327070951461792,1.172929048538208
27,E:\桌面\kunmingr2\kunmingr2\1\2\27_0.0000.jpg,0.0,0.17678746581077576,0.17678746581077576,0.6877359747886658,0.6877359747886658,-0.11386743187904358,0.11386743187904358
28,E:\桌面\kunmingr2\kunmingr2\1\2\28_0.0000.jpg,0.0,-0.440168172121048,0.440168172121048,1.52475106716156,1.52475106716156,1.5604228973388672,1.5604228973388672
29,E:\桌面\kunmingr2\kunmingr2\1\2\29_0.0000.jpg,0.0,-1.1592377424240112,1.1592377424240112,1.5330015420913696,1.5330015420913696,1.5505788326263428,1.5505788326263428
30,E:\桌面\kunmingr2\kunmingr2\1\2\30_1.5300.jpg,1.53,-1.1983968019485474,2.7283968019485476,1.5088428258895874,0.021157174110412624,1.5199685096740723,0.010031490325927761
31,E:\桌面\kunmingr2\kunmingr2\1\2\31_1.5300.jpg,1.53,-1.2609182596206665,2.7909182596206668,1.466530203819275,0.06346979618072512,1.5443530082702637,0.014353008270263645
32,E:\桌面\kunmingr2\kunmingr2\1\2\32_1.5300.jpg,1.53,-1.1798933744430542,2.7098933744430544,1.5148791074752808,0.015120892524719265,1.476762056350708,0.05323794364929202
33,E:\桌面\kunmingr2\kunmingr2\1\2\33_1.5300.jpg,1.53,-1.3538646697998047,2.883864669799805,1.5068954229354858,0.023104577064514187,1.4775664806365967,0.05243351936340335
34,E:\桌面\kunmingr2\kunmingr2\1\2\34_1.5300.jpg,1.53,-1.414829134941101,2.9448291349411013,1.486897587776184,0.043102412223815945,1.4884731769561768,0.04152682304382327
35,E:\桌面\kunmingr2\kunmingr2\1\2\35_1.5300.jpg,1.53,-1.4087330102920532,2.9387330102920535,1.5476789474487305,0.017678947448730442,1.4717645645141602,0.05823543548583987
36,E:\桌面\kunmingr2\kunmingr2\1\2\36_1.5300.jpg,1.53,-1.4326528310775757,2.962652831077576,1.5263171195983887,0.0036828804016113548,1.4877936840057373,0.04220631599426272
37,E:\桌面\kunmingr2\kunmingr2\1\2\37_1.5300.jpg,1.53,-1.4860126972198486,3.016012697219849,1.5398569107055664,0.00985691070556638,1.484903335571289,0.045096664428710964
38,E:\桌面\kunmingr2\kunmingr2\1\2\38_1.5300.jpg,1.53,-1.5229448080062866,3.052944808006287,1.4772146940231323,0.0527853059768677,1.5384937524795532,0.008493752479553196
39,E:\桌面\kunmingr2\kunmingr2\1\2\39_1.5300.jpg,1.53,-1.5735535621643066,3.103553562164307,1.5506519079208374,0.020651907920837376,1.5089021921157837,0.021097807884216335
40,E:\桌面\kunmingr2\kunmingr2\1\2\40_1.5300.jpg,1.53,-1.5913457870483398,3.12134578704834,1.5426212549209595,0.012621254920959446,1.527536153793335,0.0024638462066650657
41,E:\桌面\kunmingr2\kunmingr2\1\2\41_1.5300.jpg,1.53,-1.6275759935379028,3.157575993537903,1.5171316862106323,0.012868313789367702,1.5315463542938232,0.0015463542938232155
42,E:\桌面\kunmingr2\kunmingr2\1\2\42_1.5300.jpg,1.53,-1.642867922782898,3.172867922782898,1.523215889930725,0.006784110069274929,1.5270601511001587,0.0029398488998413352
43,E:\桌面\kunmingr2\kunmingr2\1\2\43_1.5300.jpg,1.53,-1.6719977855682373,3.2019977855682376,1.5501457452774048,0.02014574527740476,1.4695374965667725,0.060462503433227566
44,E:\桌面\kunmingr2\kunmingr2\1\2\44_1.5300.jpg,1.53,-1.6750690937042236,3.205069093704224,1.556026816368103,0.026026816368103,1.5235364437103271,0.006463556289672878
45,E:\桌面\kunmingr2\kunmingr2\1\2\45_1.5300.jpg,1.53,-1.6729063987731934,3.2029063987731936,1.537134051322937,0.007134051322936985,1.5150392055511475,0.014960794448852566
46,E:\桌面\kunmingr2\kunmingr2\1\2\46_1.5300.jpg,1.53,-1.6647676229476929,3.194767622947693,1.5524955987930298,0.02249559879302976,1.544106364250183,0.014106364250183079
47,E:\桌面\kunmingr2\kunmingr2\1\2\47_1.5300.jpg,1.53,-1.6667169332504272,3.1967169332504275,1.5786932706832886,0.04869327068328855,1.5380382537841797,0.00803825378417966
48,E:\桌面\kunmingr2\kunmingr2\1\2\48_1.5300.jpg,1.53,-1.658616304397583,3.1886163043975833,1.5674055814743042,0.03740558147430417,1.5429683923721313,0.012968392372131321
49,E:\桌面\kunmingr2\kunmingr2\1\2\49_1.5300.jpg,1.53,-1.6496800184249878,3.179680018424988,1.5284807682037354,0.001519231796264675,1.5263671875,0.0036328125000000266
50,E:\桌面\kunmingr2\kunmingr2\1\2\50_1.5300.jpg,1.53,-1.6057610511779785,3.1357610511779788,1.5426536798477173,0.012653679847717259,1.5485503673553467,0.018550367355346653
51,E:\桌面\kunmingr2\kunmingr2\1\2\51_1.5300.jpg,1.53,-1.4584197998046875,2.9884197998046877,1.5060240030288696,0.023975996971130398,1.5240534543991089,0.00594654560089114
52,E:\桌面\kunmingr2\kunmingr2\1\2\52_1.5300.jpg,1.53,-1.3709297180175781,2.9009297180175784,1.540480613708496,0.010480613708496067,1.4993828535079956,0.03061714649200442
53,E:\桌面\kunmingr2\kunmingr2\1\2\53_1.5300.jpg,1.53,-1.2340995073318481,2.7640995073318484,1.5293818712234497,0.0006181287765503196,1.4761176109313965,0.05388238906860354
54,E:\桌面\kunmingr2\kunmingr2\1\2\54_1.5300.jpg,1.53,-1.1519321203231812,2.6819321203231814,1.5018850564956665,0.028114943504333523,1.5096650123596191,0.020334987640380886
55,E:\桌面\kunmingr2\kunmingr2\1\2\55_1.5300.jpg,1.53,-1.1127333641052246,2.642733364105225,1.527486801147461,0.002513198852539089,1.5228697061538696,0.007130293846130398
56,E:\桌面\kunmingr2\kunmingr2\1\2\56_1.5300.jpg,1.53,-1.0897843837738037,2.619784383773804,1.519943118095398,0.010056881904602077,1.5213595628738403,0.008640437126159695
57,E:\桌面\kunmingr2\kunmingr2\1\2\57_1.5300.jpg,1.53,-1.1913942098617554,2.7213942098617556,1.5347486734390259,0.004748673439025852,1.4997227191925049,0.030277280807495144
