index,image,groundTruth,mobilenet_v2_shift1,mobilenet_v2_shift1_abs_error
0,E:\桌面\kunmingr2\kunmingr2\2\2\0_0.0000.jpg,0.0,-0.03961227089166641,0.03961227089166641
1,E:\桌面\kunmingr2\kunmingr2\2\2\1_0.0000.jpg,0.0,-0.20665355026721954,0.20665355026721954
2,E:\桌面\kunmingr2\kunmingr2\2\2\2_0.0000.jpg,0.0,-0.7442550659179688,0.7442550659179688
3,E:\桌面\kunmingr2\kunmingr2\2\2\3_0.0000.jpg,0.0,-0.3518654704093933,0.3518654704093933
4,E:\桌面\kunmingr2\kunmingr2\2\2\4_0.0000.jpg,0.0,-0.23287077248096466,0.23287077248096466
5,E:\桌面\kunmingr2\kunmingr2\2\2\5_0.0000.jpg,0.0,-0.7131454348564148,0.7131454348564148
6,E:\桌面\kunmingr2\kunmingr2\2\2\6_0.0000.jpg,0.0,-0.05493323504924774,0.05493323504924774
7,E:\桌面\kunmingr2\kunmingr2\2\2\7_0.0000.jpg,0.0,0.05945143103599548,0.05945143103599548
8,E:\桌面\kunmingr2\kunmingr2\2\2\8_0.0000.jpg,0.0,0.08380171656608582,0.08380171656608582
9,E:\桌面\kunmingr2\kunmingr2\2\2\9_0.0000.jpg,0.0,-0.09332958608865738,0.09332958608865738
10,E:\桌面\kunmingr2\kunmingr2\2\2\10_0.0000.jpg,0.0,0.5062870979309082,0.5062870979309082
11,E:\桌面\kunmingr2\kunmingr2\2\2\11_0.0000.jpg,0.0,0.5038011074066162,0.5038011074066162
12,E:\桌面\kunmingr2\kunmingr2\2\2\12_0.0000.jpg,0.0,0.722870945930481,0.722870945930481
13,E:\桌面\kunmingr2\kunmingr2\2\2\13_1.3997.jpg,1.3997,0.4955136179924011,0.9041863820075988
14,E:\桌面\kunmingr2\kunmingr2\2\2\14_1.3997.jpg,1.3997,0.7920898795127869,0.6076101204872131
15,E:\桌面\kunmingr2\kunmingr2\2\2\15_1.3997.jpg,1.3997,1.2101725339889526,0.1895274660110473
16,E:\桌面\kunmingr2\kunmingr2\2\2\16_1.3997.jpg,1.3997,0.9739221930503845,0.4257778069496154
17,E:\桌面\kunmingr2\kunmingr2\2\2\17_1.3997.jpg,1.3997,-0.3109256625175476,1.7106256625175476
18,E:\桌面\kunmingr2\kunmingr2\2\2\18_1.3997.jpg,1.3997,0.6529356837272644,0.7467643162727355
19,E:\桌面\kunmingr2\kunmingr2\2\2\19_1.3997.jpg,1.3997,0.9372838139533997,0.4624161860466003
20,E:\桌面\kunmingr2\kunmingr2\2\2\20_1.3997.jpg,1.3997,0.5764948725700378,0.8232051274299621
21,E:\桌面\kunmingr2\kunmingr2\2\2\21_1.3997.jpg,1.3997,0.9991446137428284,0.4005553862571716
22,E:\桌面\kunmingr2\kunmingr2\2\2\22_1.3997.jpg,1.3997,1.206986427307129,0.19271357269287104
23,E:\桌面\kunmingr2\kunmingr2\2\2\23_1.3997.jpg,1.3997,0.8423788547515869,0.557321145248413
24,E:\桌面\kunmingr2\kunmingr2\2\2\24_1.3997.jpg,1.3997,0.4764280319213867,0.9232719680786132
25,E:\桌面\kunmingr2\kunmingr2\2\2\25_1.3997.jpg,1.3997,0.08922548592090607,1.3104745140790939
26,E:\桌面\kunmingr2\kunmingr2\2\2\26_1.3997.jpg,1.3997,0.3143414258956909,1.085358574104309
27,E:\桌面\kunmingr2\kunmingr2\2\2\27_1.3997.jpg,1.3997,0.43743616342544556,0.9622638365745544
28,E:\桌面\kunmingr2\kunmingr2\2\2\28_1.3997.jpg,1.3997,0.24114932119846344,1.1585506788015365
29,E:\桌面\kunmingr2\kunmingr2\2\2\29_1.3997.jpg,1.3997,0.5790407657623291,0.8206592342376708
30,E:\桌面\kunmingr2\kunmingr2\2\2\30_1.3997.jpg,1.3997,0.5776734352111816,0.8220265647888183
31,E:\桌面\kunmingr2\kunmingr2\2\2\31_1.3997.jpg,1.3997,0.394432008266449,1.005267991733551
32,E:\桌面\kunmingr2\kunmingr2\2\2\32_1.3997.jpg,1.3997,0.29488903284072876,1.1048109671592712
33,E:\桌面\kunmingr2\kunmingr2\2\2\33_1.3997.jpg,1.3997,0.5569829940795898,0.8427170059204101
34,E:\桌面\kunmingr2\kunmingr2\2\2\34_1.3997.jpg,1.3997,0.6350023150444031,0.7646976849555969
35,E:\桌面\kunmingr2\kunmingr2\2\2\35_1.3997.jpg,1.3997,0.49599260091781616,0.9037073990821838
36,E:\桌面\kunmingr2\kunmingr2\2\2\36_1.3997.jpg,1.3997,0.2697204351425171,1.1299795648574829
37,E:\桌面\kunmingr2\kunmingr2\2\2\37_1.3997.jpg,1.3997,-0.10269704461097717,1.5023970446109771
38,E:\桌面\kunmingr2\kunmingr2\2\2\38_1.3997.jpg,1.3997,0.31783998012542725,1.0818600198745727
39,E:\桌面\kunmingr2\kunmingr2\2\2\39_1.3997.jpg,1.3997,0.6345363855361938,0.7651636144638061
40,E:\桌面\kunmingr2\kunmingr2\2\2\40_1.3997.jpg,1.3997,0.6586887836456299,0.7410112163543701
41,E:\桌面\kunmingr2\kunmingr2\2\2\41_1.3997.jpg,1.3997,0.8301311135292053,0.5695688864707946
42,E:\桌面\kunmingr2\kunmingr2\2\2\42_1.3997.jpg,1.3997,0.6208747029304504,0.7788252970695495
43,E:\桌面\kunmingr2\kunmingr2\2\2\43_1.3997.jpg,1.3997,0.2856672406196594,1.1140327593803405
44,E:\桌面\kunmingr2\kunmingr2\2\2\44_1.3997.jpg,1.3997,0.7360483407974243,0.6636516592025756
45,E:\桌面\kunmingr2\kunmingr2\2\2\45_1.3997.jpg,1.3997,0.6288397312164307,0.7708602687835693
46,E:\桌面\kunmingr2\kunmingr2\2\2\46_1.3997.jpg,1.3997,1.3098995685577393,0.08980043144226069
47,E:\桌面\kunmingr2\kunmingr2\2\2\47_1.3997.jpg,1.3997,0.746107280254364,0.6535927197456359
48,E:\桌面\kunmingr2\kunmingr2\2\2\48_1.3997.jpg,1.3997,0.7840248942375183,0.6156751057624816
49,E:\桌面\kunmingr2\kunmingr2\2\2\49_1.3997.jpg,1.3997,0.8033317923545837,0.5963682076454162
50,E:\桌面\kunmingr2\kunmingr2\2\2\50_1.3997.jpg,1.3997,0.9698482155799866,0.42985178442001337
51,E:\桌面\kunmingr2\kunmingr2\2\2\51_1.3997.jpg,1.3997,-0.8342716693878174,2.2339716693878175
52,E:\桌面\kunmingr2\kunmingr2\2\2\52_1.3997.jpg,1.3997,0.09055821597576141,1.3091417840242385
53,E:\桌面\kunmingr2\kunmingr2\2\2\53_1.3997.jpg,1.3997,1.1182352304458618,0.28146476955413813
54,E:\桌面\kunmingr2\kunmingr2\2\2\54_1.3997.jpg,1.3997,1.0101618766784668,0.38953812332153315
55,E:\桌面\kunmingr2\kunmingr2\2\2\55_1.3997.jpg,1.3997,1.0309332609176636,0.36876673908233637
56,E:\桌面\kunmingr2\kunmingr2\2\2\56_1.3997.jpg,1.3997,1.1023521423339844,0.29734785766601557
57,E:\桌面\kunmingr2\kunmingr2\2\2\57_1.3997.jpg,1.3997,1.6583021879196167,0.25860218791961675
58,E:\桌面\kunmingr2\kunmingr2\2\2\58_1.3997.jpg,1.3997,1.504351019859314,0.10465101985931402
59,E:\桌面\kunmingr2\kunmingr2\2\2\59_1.3997.jpg,1.3997,0.9695282578468323,0.43017174215316767
60,E:\桌面\kunmingr2\kunmingr2\2\2\60_1.3997.jpg,1.3997,1.2921507358551025,0.1075492641448974
61,E:\桌面\kunmingr2\kunmingr2\2\2\61_1.3997.jpg,1.3997,1.0753753185272217,0.32432468147277826
62,E:\桌面\kunmingr2\kunmingr2\2\2\62_1.3997.jpg,1.3997,1.4498412609100342,0.050141260910034235
63,E:\桌面\kunmingr2\kunmingr2\2\2\63_1.3997.jpg,1.3997,1.423185110092163,0.02348511009216314
64,E:\桌面\kunmingr2\kunmingr2\2\2\64_1.3997.jpg,1.3997,1.4087284803390503,0.009028480339050349
65,E:\桌面\kunmingr2\kunmingr2\2\2\65_1.3997.jpg,1.3997,1.4517887830734253,0.05208878307342535
66,E:\桌面\kunmingr2\kunmingr2\2\2\66_1.3997.jpg,1.3997,1.1480478048324585,0.25165219516754145
67,E:\桌面\kunmingr2\kunmingr2\2\2\67_1.3997.jpg,1.3997,-0.06651125848293304,1.466211258482933
68,E:\桌面\kunmingr2\kunmingr2\2\2\68_1.3997.jpg,1.3997,-0.2943098545074463,1.6940098545074462
69,E:\桌面\kunmingr2\kunmingr2\2\2\69_1.3997.jpg,1.3997,-0.8028415441513062,2.2025415441513063
70,E:\桌面\kunmingr2\kunmingr2\2\2\70_1.3997.jpg,1.3997,-0.1554284691810608,1.5551284691810607
71,E:\桌面\kunmingr2\kunmingr2\2\2\71_1.3997.jpg,1.3997,-0.37342360615730286,1.7731236061573028
72,E:\桌面\kunmingr2\kunmingr2\2\2\72_1.3997.jpg,1.3997,-0.801337718963623,2.201037718963623
73,E:\桌面\kunmingr2\kunmingr2\2\2\73_1.3997.jpg,1.3997,-0.8752092719078064,2.2749092719078066
74,E:\桌面\kunmingr2\kunmingr2\2\2\74_1.3997.jpg,1.3997,-1.1756664514541626,2.5753664514541628
75,E:\桌面\kunmingr2\kunmingr2\2\2\75_0.0000.jpg,0.0,-0.4448842406272888,0.4448842406272888
76,E:\桌面\kunmingr2\kunmingr2\2\2\76_0.0000.jpg,0.0,-0.7422143816947937,0.7422143816947937
77,E:\桌面\kunmingr2\kunmingr2\2\2\77_0.0000.jpg,0.0,-0.7831743359565735,0.7831743359565735
78,E:\桌面\kunmingr2\kunmingr2\2\2\78_0.0000.jpg,0.0,-0.6265849471092224,0.6265849471092224
79,E:\桌面\kunmingr2\kunmingr2\2\2\79_0.0000.jpg,0.0,-0.8711864352226257,0.8711864352226257
80,E:\桌面\kunmingr2\kunmingr2\2\2\80_0.0000.jpg,0.0,-0.618979811668396,0.618979811668396
81,E:\桌面\kunmingr2\kunmingr2\2\2\81_0.0000.jpg,0.0,-1.0947226285934448,1.0947226285934448
82,E:\桌面\kunmingr2\kunmingr2\2\2\82_0.0000.jpg,0.0,-0.7369737029075623,0.7369737029075623
83,E:\桌面\kunmingr2\kunmingr2\2\2\83_0.0000.jpg,0.0,-0.47823160886764526,0.47823160886764526
84,E:\桌面\kunmingr2\kunmingr2\2\2\84_0.0000.jpg,0.0,-0.3466034531593323,0.3466034531593323
85,E:\桌面\kunmingr2\kunmingr2\2\2\85_0.0000.jpg,0.0,-0.9949266910552979,0.9949266910552979
86,E:\桌面\kunmingr2\kunmingr2\2\2\86_0.0000.jpg,0.0,-0.7827399373054504,0.7827399373054504
87,E:\桌面\kunmingr2\kunmingr2\2\2\87_0.0000.jpg,0.0,-0.85563725233078,0.85563725233078
88,E:\桌面\kunmingr2\kunmingr2\2\2\88_0.0000.jpg,0.0,-0.7779404520988464,0.7779404520988464
89,E:\桌面\kunmingr2\kunmingr2\2\2\89_0.0000.jpg,0.0,-0.6872046589851379,0.6872046589851379
90,E:\桌面\kunmingr2\kunmingr2\2\2\90_0.0000.jpg,0.0,-0.6858109831809998,0.6858109831809998
