index,image,groundTruth,mobilenet_v2_shift1,mobilenet_v2_shift1_abs_error
0,E:\桌面\kunmingr2\kunmingr2\1\2\0_0.0000.jpg,0.0,0.9994046092033386,0.9994046092033386
1,E:\桌面\kunmingr2\kunmingr2\1\2\1_0.0000.jpg,0.0,0.7803458571434021,0.7803458571434021
2,E:\桌面\kunmingr2\kunmingr2\1\2\2_0.0000.jpg,0.0,0.7129021286964417,0.7129021286964417
3,E:\桌面\kunmingr2\kunmingr2\1\2\3_0.0000.jpg,0.0,0.7753555774688721,0.7753555774688721
4,E:\桌面\kunmingr2\kunmingr2\1\2\4_0.0000.jpg,0.0,1.094576358795166,1.094576358795166
5,E:\桌面\kunmingr2\kunmingr2\1\2\5_0.0000.jpg,0.0,0.1800941377878189,0.1800941377878189
6,E:\桌面\kunmingr2\kunmingr2\1\2\6_0.0000.jpg,0.0,0.015865087509155273,0.015865087509155273
7,E:\桌面\kunmingr2\kunmingr2\1\2\7_0.0000.jpg,0.0,-0.10519272089004517,0.10519272089004517
8,E:\桌面\kunmingr2\kunmingr2\1\2\8_0.0000.jpg,0.0,-0.22481966018676758,0.22481966018676758
9,E:\桌面\kunmingr2\kunmingr2\1\2\9_0.0000.jpg,0.0,-0.03741335868835449,0.03741335868835449
10,E:\桌面\kunmingr2\kunmingr2\1\2\10_-2.5000.jpg,-2.5,-1.1375702619552612,1.3624297380447388
11,E:\桌面\kunmingr2\kunmingr2\1\2\11_-2.5000.jpg,-2.5,-0.8474276065826416,1.6525723934173584
12,E:\桌面\kunmingr2\kunmingr2\1\2\12_-2.5000.jpg,-2.5,-0.7796342372894287,1.7203657627105713
13,E:\桌面\kunmingr2\kunmingr2\1\2\13_-2.5000.jpg,-2.5,-0.2788645625114441,2.221135437488556
14,E:\桌面\kunmingr2\kunmingr2\1\2\14_-2.5000.jpg,-2.5,-0.6259376406669617,1.8740623593330383
15,E:\桌面\kunmingr2\kunmingr2\1\2\15_-2.5000.jpg,-2.5,-1.1119911670684814,1.3880088329315186
16,E:\桌面\kunmingr2\kunmingr2\1\2\16_-2.5000.jpg,-2.5,-0.8939433097839355,1.6060566902160645
17,E:\桌面\kunmingr2\kunmingr2\1\2\17_-2.5000.jpg,-2.5,-1.325921654701233,1.174078345298767
18,E:\桌面\kunmingr2\kunmingr2\1\2\18_-2.5000.jpg,-2.5,-1.520267128944397,0.979732871055603
19,E:\桌面\kunmingr2\kunmingr2\1\2\19_-2.5000.jpg,-2.5,-1.597565770149231,0.902434229850769
20,E:\桌面\kunmingr2\kunmingr2\1\2\20_-2.5000.jpg,-2.5,-1.3187370300292969,1.1812629699707031
