index,image,groundTruth,mobilenet_v2,mobilenet_v2_abs_error
0,E:\桌面\kunmingr2\kunmingr2\1\2\0_0.0000.jpg,0.0,0.22514963150024414,0.22514963150024414
1,E:\桌面\kunmingr2\kunmingr2\1\2\1_0.0000.jpg,0.0,0.3827219605445862,0.3827219605445862
2,E:\桌面\kunmingr2\kunmingr2\1\2\2_0.0000.jpg,0.0,0.2280425727367401,0.2280425727367401
3,E:\桌面\kunmingr2\kunmingr2\1\2\3_0.0000.jpg,0.0,0.241450697183609,0.241450697183609
4,E:\桌面\kunmingr2\kunmingr2\1\2\4_0.0000.jpg,0.0,0.11023052781820297,0.11023052781820297
5,E:\桌面\kunmingr2\kunmingr2\1\2\5_0.0000.jpg,0.0,-0.21026642620563507,0.21026642620563507
6,E:\桌面\kunmingr2\kunmingr2\1\2\6_0.0000.jpg,0.0,-0.2905081808567047,0.2905081808567047
7,E:\桌面\kunmingr2\kunmingr2\1\2\7_0.0000.jpg,0.0,-0.15385405719280243,0.15385405719280243
8,E:\桌面\kunmingr2\kunmingr2\1\2\8_0.0000.jpg,0.0,-0.07399754971265793,0.07399754971265793
9,E:\桌面\kunmingr2\kunmingr2\1\2\9_0.0000.jpg,0.0,-0.051214799284935,0.051214799284935
10,E:\桌面\kunmingr2\kunmingr2\1\2\10_-2.5000.jpg,-2.5,-0.023059647530317307,2.4769403524696827
11,E:\桌面\kunmingr2\kunmingr2\1\2\11_-2.5000.jpg,-2.5,-0.24346870183944702,2.256531298160553
12,E:\桌面\kunmingr2\kunmingr2\1\2\12_-2.5000.jpg,-2.5,-0.15822064876556396,2.341779351234436
13,E:\桌面\kunmingr2\kunmingr2\1\2\13_-2.5000.jpg,-2.5,0.08392439037561417,2.583924390375614
14,E:\桌面\kunmingr2\kunmingr2\1\2\14_-2.5000.jpg,-2.5,-0.026011988520622253,2.4739880114793777
15,E:\桌面\kunmingr2\kunmingr2\1\2\15_-2.5000.jpg,-2.5,-1.2715154886245728,1.2284845113754272
16,E:\桌面\kunmingr2\kunmingr2\1\2\16_-2.5000.jpg,-2.5,-1.407771110534668,1.092228889465332
17,E:\桌面\kunmingr2\kunmingr2\1\2\17_-2.5000.jpg,-2.5,-1.4495971202850342,1.0504028797149658
18,E:\桌面\kunmingr2\kunmingr2\1\2\18_-2.5000.jpg,-2.5,-1.1511839628219604,1.3488160371780396
19,E:\桌面\kunmingr2\kunmingr2\1\2\19_-2.5000.jpg,-2.5,-1.1168971061706543,1.3831028938293457
20,E:\桌面\kunmingr2\kunmingr2\1\2\20_-2.5000.jpg,-2.5,-1.5018973350524902,0.9981026649475098
21,E:\桌面\kunmingr2\kunmingr2\1\2\21_-2.5000.jpg,-2.5,-1.3065015077590942,1.1934984922409058
22,E:\桌面\kunmingr2\kunmingr2\1\2\22_-2.5000.jpg,-2.5,-0.8891512751579285,1.6108487248420715
23,E:\桌面\kunmingr2\kunmingr2\1\2\23_-2.5000.jpg,-2.5,-0.5940142869949341,1.905985713005066
24,E:\桌面\kunmingr2\kunmingr2\1\2\24_-2.5000.jpg,-2.5,-0.17651864886283875,2.3234813511371613
25,E:\桌面\kunmingr2\kunmingr2\1\2\25_-2.5000.jpg,-2.5,-0.8758192658424377,1.6241807341575623
26,E:\桌面\kunmingr2\kunmingr2\1\2\26_-2.5000.jpg,-2.5,-0.9869810938835144,1.5130189061164856
27,E:\桌面\kunmingr2\kunmingr2\1\2\27_0.0000.jpg,0.0,0.6877359747886658,0.6877359747886658
28,E:\桌面\kunmingr2\kunmingr2\1\2\28_0.0000.jpg,0.0,1.52475106716156,1.52475106716156
29,E:\桌面\kunmingr2\kunmingr2\1\2\29_0.0000.jpg,0.0,1.5330015420913696,1.5330015420913696
30,E:\桌面\kunmingr2\kunmingr2\1\2\30_1.5300.jpg,1.53,1.5088428258895874,0.021157174110412624
31,E:\桌面\kunmingr2\kunmingr2\1\2\31_1.5300.jpg,1.53,1.466530203819275,0.06346979618072512
32,E:\桌面\kunmingr2\kunmingr2\1\2\32_1.5300.jpg,1.53,1.5148791074752808,0.015120892524719265
33,E:\桌面\kunmingr2\kunmingr2\1\2\33_1.5300.jpg,1.53,1.5068954229354858,0.023104577064514187
34,E:\桌面\kunmingr2\kunmingr2\1\2\34_1.5300.jpg,1.53,1.486897587776184,0.043102412223815945
35,E:\桌面\kunmingr2\kunmingr2\1\2\35_1.5300.jpg,1.53,1.5476789474487305,0.017678947448730442
36,E:\桌面\kunmingr2\kunmingr2\1\2\36_1.5300.jpg,1.53,1.5263171195983887,0.0036828804016113548
37,E:\桌面\kunmingr2\kunmingr2\1\2\37_1.5300.jpg,1.53,1.5398569107055664,0.00985691070556638
38,E:\桌面\kunmingr2\kunmingr2\1\2\38_1.5300.jpg,1.53,1.4772146940231323,0.0527853059768677
39,E:\桌面\kunmingr2\kunmingr2\1\2\39_1.5300.jpg,1.53,1.5506519079208374,0.020651907920837376
