index,image,groundTruth,mobilenet_v2_shift1,mobilenet_v2_shift1_abs_error
0,E:\桌面\kunmingr2\kunmingr2\1\1\0_0.0000.jpg,0.0,1.0913630723953247,1.0913630723953247
1,E:\桌面\kunmingr2\kunmingr2\1\1\1_0.0000.jpg,0.0,1.1136550903320312,1.1136550903320312
2,E:\桌面\kunmingr2\kunmingr2\1\1\2_0.0000.jpg,0.0,0.8711854219436646,0.8711854219436646
3,E:\桌面\kunmingr2\kunmingr2\1\1\3_0.0000.jpg,0.0,0.5902508497238159,0.5902508497238159
4,E:\桌面\kunmingr2\kunmingr2\1\1\4_0.0000.jpg,0.0,0.8200162053108215,0.8200162053108215
5,E:\桌面\kunmingr2\kunmingr2\1\1\5_0.0000.jpg,0.0,-0.04250606894493103,0.04250606894493103
6,E:\桌面\kunmingr2\kunmingr2\1\1\6_0.0000.jpg,0.0,0.11977770924568176,0.11977770924568176
7,E:\桌面\kunmingr2\kunmingr2\1\1\7_0.0000.jpg,0.0,0.08208806812763214,0.08208806812763214
8,E:\桌面\kunmingr2\kunmingr2\1\1\8_0.0000.jpg,0.0,0.25637364387512207,0.25637364387512207
9,E:\桌面\kunmingr2\kunmingr2\1\1\9_0.0000.jpg,0.0,0.05268450081348419,0.05268450081348419
10,E:\桌面\kunmingr2\kunmingr2\1\1\10_-2.5000.jpg,-2.5,0.3139597773551941,2.813959777355194
11,E:\桌面\kunmingr2\kunmingr2\1\1\11_-2.5000.jpg,-2.5,-0.4418628215789795,2.0581371784210205
12,E:\桌面\kunmingr2\kunmingr2\1\1\12_-2.5000.jpg,-2.5,-0.7296158671379089,1.770384132862091
13,E:\桌面\kunmingr2\kunmingr2\1\1\13_-2.5000.jpg,-2.5,-0.378106027841568,2.121893972158432
14,E:\桌面\kunmingr2\kunmingr2\1\1\14_-2.5000.jpg,-2.5,-0.4601486921310425,2.0398513078689575
15,E:\桌面\kunmingr2\kunmingr2\1\1\15_-2.5000.jpg,-2.5,-0.9176562428474426,1.5823437571525574
16,E:\桌面\kunmingr2\kunmingr2\1\1\16_-2.5000.jpg,-2.5,-0.778847873210907,1.721152126789093
17,E:\桌面\kunmingr2\kunmingr2\1\1\17_-2.5000.jpg,-2.5,-1.2120393514633179,1.2879606485366821
18,E:\桌面\kunmingr2\kunmingr2\1\1\18_-2.5000.jpg,-2.5,-1.4986430406570435,1.0013569593429565
19,E:\桌面\kunmingr2\kunmingr2\1\1\19_-2.5000.jpg,-2.5,-1.7014505863189697,0.7985494136810303
20,E:\桌面\kunmingr2\kunmingr2\1\1\20_-2.5000.jpg,-2.5,-0.9493172764778137,1.5506827235221863
21,E:\桌面\kunmingr2\kunmingr2\1\1\21_-2.5000.jpg,-2.5,-1.5348821878433228,0.9651178121566772
22,E:\桌面\kunmingr2\kunmingr2\1\1\22_-2.5000.jpg,-2.5,-1.497174620628357,1.002825379371643
23,E:\桌面\kunmingr2\kunmingr2\1\1\23_-2.5000.jpg,-2.5,-1.5564594268798828,0.9435405731201172
24,E:\桌面\kunmingr2\kunmingr2\1\1\24_-2.5000.jpg,-2.5,-1.5123361349105835,0.9876638650894165
25,E:\桌面\kunmingr2\kunmingr2\1\1\25_-2.5000.jpg,-2.5,-0.7397924065589905,1.7602075934410095
26,E:\桌面\kunmingr2\kunmingr2\1\1\26_-2.5000.jpg,-2.5,-0.5229448676109314,1.9770551323890686
27,E:\桌面\kunmingr2\kunmingr2\1\1\27_0.0000.jpg,0.0,1.0631362199783325,1.0631362199783325
28,E:\桌面\kunmingr2\kunmingr2\1\1\28_0.0000.jpg,0.0,1.2271541357040405,1.2271541357040405
29,E:\桌面\kunmingr2\kunmingr2\1\1\29_0.0000.jpg,0.0,1.4902023077011108,1.4902023077011108
30,E:\桌面\kunmingr2\kunmingr2\1\1\30_1.5300.jpg,1.53,1.3152705430984497,0.21472945690155032
31,E:\桌面\kunmingr2\kunmingr2\1\1\31_1.5300.jpg,1.53,1.0337958335876465,0.49620416641235354
32,E:\桌面\kunmingr2\kunmingr2\1\1\32_1.5300.jpg,1.53,1.260130763053894,0.269869236946106
33,E:\桌面\kunmingr2\kunmingr2\1\1\33_1.5300.jpg,1.53,1.079513669013977,0.450486330986023
34,E:\桌面\kunmingr2\kunmingr2\1\1\34_1.5300.jpg,1.53,1.4131920337677002,0.11680796623229983
35,E:\桌面\kunmingr2\kunmingr2\1\1\35_1.5300.jpg,1.53,1.6821969747543335,0.15219697475433347
36,E:\桌面\kunmingr2\kunmingr2\1\1\36_1.5300.jpg,1.53,1.52953040599823,0.0004695940017700462
37,E:\桌面\kunmingr2\kunmingr2\1\1\37_1.5300.jpg,1.53,1.6319853067398071,0.1019853067398071
38,E:\桌面\kunmingr2\kunmingr2\1\1\38_1.5300.jpg,1.53,1.533657193183899,0.003657193183898899
39,E:\桌面\kunmingr2\kunmingr2\1\1\39_1.5300.jpg,1.53,1.2402704954147339,0.28972950458526614
40,E:\桌面\kunmingr2\kunmingr2\1\1\40_1.5300.jpg,1.53,1.5239554643630981,0.006044535636901882
41,E:\桌面\kunmingr2\kunmingr2\1\1\41_1.5300.jpg,1.53,0.9870871901512146,0.5429128098487854
42,E:\桌面\kunmingr2\kunmingr2\1\1\42_1.5300.jpg,1.53,1.5632014274597168,0.03320142745971677
43,E:\桌面\kunmingr2\kunmingr2\1\1\43_1.5300.jpg,1.53,0.6496018767356873,0.8803981232643128
44,E:\桌面\kunmingr2\kunmingr2\1\1\44_1.5300.jpg,1.53,0.4912893772125244,1.0387106227874756
45,E:\桌面\kunmingr2\kunmingr2\1\1\45_1.5300.jpg,1.53,0.16173262894153595,1.368267371058464
46,E:\桌面\kunmingr2\kunmingr2\1\1\46_1.5300.jpg,1.53,0.08148138225078583,1.4485186177492142
47,E:\桌面\kunmingr2\kunmingr2\1\1\47_1.5300.jpg,1.53,0.5846505761146545,0.9453494238853455
48,E:\桌面\kunmingr2\kunmingr2\1\1\48_1.5300.jpg,1.53,0.3376696705818176,1.1923303294181824
49,E:\桌面\kunmingr2\kunmingr2\1\1\49_1.5300.jpg,1.53,-0.15804052352905273,1.6880405235290528
50,E:\桌面\kunmingr2\kunmingr2\1\1\50_1.5300.jpg,1.53,0.5803917050361633,0.9496082949638367
51,E:\桌面\kunmingr2\kunmingr2\1\1\51_1.5300.jpg,1.53,-1.0754179954528809,2.605417995452881
52,E:\桌面\kunmingr2\kunmingr2\1\1\52_1.5300.jpg,1.53,-0.3531275987625122,1.8831275987625122
53,E:\桌面\kunmingr2\kunmingr2\1\1\53_1.5300.jpg,1.53,0.6115071177482605,0.9184928822517395
54,E:\桌面\kunmingr2\kunmingr2\1\1\54_1.5300.jpg,1.53,0.27837949991226196,1.251620500087738
55,E:\桌面\kunmingr2\kunmingr2\1\1\55_1.5300.jpg,1.53,0.5215427279472351,1.008457272052765
56,E:\桌面\kunmingr2\kunmingr2\1\1\56_1.5300.jpg,1.53,0.6597747206687927,0.8702252793312073
57,E:\桌面\kunmingr2\kunmingr2\1\1\57_1.5300.jpg,1.53,0.49164026975631714,1.0383597302436829
58,E:\桌面\kunmingr2\kunmingr2\1\1\58_1.5300.jpg,1.53,0.4485378861427307,1.0814621138572693
59,E:\桌面\kunmingr2\kunmingr2\1\1\59_1.5300.jpg,1.53,0.5564132332801819,0.9735867667198181
60,E:\桌面\kunmingr2\kunmingr2\1\1\60_1.5300.jpg,1.53,0.4529818892478943,1.0770181107521057
61,E:\桌面\kunmingr2\kunmingr2\1\1\61_1.5300.jpg,1.53,0.8581110835075378,0.6718889164924622
62,E:\桌面\kunmingr2\kunmingr2\1\1\62_1.5300.jpg,1.53,0.4991675019264221,1.030832498073578
63,E:\桌面\kunmingr2\kunmingr2\1\1\63_1.5300.jpg,1.53,-0.2020619809627533,1.7320619809627533
64,E:\桌面\kunmingr2\kunmingr2\1\1\64_1.5300.jpg,1.53,0.3438671827316284,1.1861328172683716
65,E:\桌面\kunmingr2\kunmingr2\1\1\65_1.5300.jpg,1.53,0.07756899297237396,1.452431007027626
66,E:\桌面\kunmingr2\kunmingr2\1\1\66_1.5300.jpg,1.53,0.5492529273033142,0.9807470726966858
67,E:\桌面\kunmingr2\kunmingr2\1\1\67_1.5300.jpg,1.53,-0.24793505668640137,1.7779350566864014
68,E:\桌面\kunmingr2\kunmingr2\1\1\68_1.5300.jpg,1.53,0.23284031450748444,1.2971596854925156
69,E:\桌面\kunmingr2\kunmingr2\1\1\69_1.5300.jpg,1.53,0.3747188448905945,1.1552811551094055
70,E:\桌面\kunmingr2\kunmingr2\1\1\70_1.5300.jpg,1.53,0.10100415349006653,1.4289958465099335
71,E:\桌面\kunmingr2\kunmingr2\1\1\71_1.5300.jpg,1.53,1.1212514638900757,0.40874853610992434
72,E:\桌面\kunmingr2\kunmingr2\1\1\72_1.5300.jpg,1.53,0.720952570438385,0.809047429561615
