index,image,groundTruth,improved_mobilenet_aux,improved_mobilenet_aux_abs_error,legacy_original_cnn,legacy_original_cnn_abs_error
0,E:\桌面\kunmingr2\kunmingr2\4\2\0_0.0000.jpg,0.0,-1.3314878940582275,1.3314878940582275,-0.8396893739700317,0.8396893739700317
1,E:\桌面\kunmingr2\kunmingr2\4\2\1_-1.6100.jpg,-1.61,-1.5064642429351807,0.10353575706481943,-0.8250159025192261,0.784984097480774
2,E:\桌面\kunmingr2\kunmingr2\4\2\2_-1.6100.jpg,-1.61,-1.4894063472747803,0.12059365272521982,-0.56122887134552,1.04877112865448
3,E:\桌面\kunmingr2\kunmingr2\4\2\3_-1.6100.jpg,-1.61,-1.5646307468414307,0.045369253158569434,-0.3470679223537445,1.2629320776462556
4,E:\桌面\kunmingr2\kunmingr2\4\2\4_-1.6100.jpg,-1.61,-1.3025267124176025,0.30747328758239756,0.008653461933135986,1.618653461933136
5,E:\桌面\kunmingr2\kunmingr2\4\2\5_-1.6100.jpg,-1.61,-1.488389015197754,0.12161098480224619,0.21185430884361267,1.8218543088436128
6,E:\桌面\kunmingr2\kunmingr2\4\2\6_-1.6100.jpg,-1.61,-1.582209587097168,0.02779041290283213,0.49120503664016724,2.1012050366401676
7,E:\桌面\kunmingr2\kunmingr2\4\2\7_-1.6100.jpg,-1.61,-1.340674877166748,0.26932512283325205,0.45853710174560547,2.068537101745606
8,E:\桌面\kunmingr2\kunmingr2\4\2\8_-1.6100.jpg,-1.61,-1.5054538249969482,0.10454617500305186,0.3406960964202881,1.9506960964202882
9,E:\桌面\kunmingr2\kunmingr2\4\2\9_-1.6100.jpg,-1.61,-1.4226646423339844,0.18733535766601572,0.34891369938850403,1.9589136993885041
10,E:\桌面\kunmingr2\kunmingr2\4\2\10_-1.6100.jpg,-1.61,-1.5654411315917969,0.04455886840820322,0.43139153718948364,2.041391537189484
11,E:\桌面\kunmingr2\kunmingr2\4\2\11_-1.6100.jpg,-1.61,-1.2963764667510986,0.31362353324890146,0.4553665816783905,2.065366581678391
12,E:\桌面\kunmingr2\kunmingr2\4\2\12_-1.6100.jpg,-1.61,-0.6018544435501099,1.0081455564498902,0.6106919050216675,2.220691905021668
13,E:\桌面\kunmingr2\kunmingr2\4\2\13_-1.6100.jpg,-1.61,-1.2001206874847412,0.4098793125152589,0.754692554473877,2.3646925544738773
14,E:\桌面\kunmingr2\kunmingr2\4\2\14_-1.6100.jpg,-1.61,-1.5307097434997559,0.07929025650024424,1.3118921518325806,2.921892151832581
15,E:\桌面\kunmingr2\kunmingr2\4\2\15_-1.6100.jpg,-1.61,-1.5524556636810303,0.057544336318969824,1.507602334022522,3.1176023340225223
16,E:\桌面\kunmingr2\kunmingr2\4\2\16_-1.6100.jpg,-1.61,-1.1168723106384277,0.49312768936157236,1.6853917837142944,3.2953917837142948
17,E:\桌面\kunmingr2\kunmingr2\4\2\17_-1.6100.jpg,-1.61,-0.7850105166435242,0.8249894833564759,1.6828947067260742,3.2928947067260745
18,E:\桌面\kunmingr2\kunmingr2\4\2\18_-1.6100.jpg,-1.61,0.6373704075813293,2.2473704075813297,1.6281421184539795,3.23814211845398
19,E:\桌面\kunmingr2\kunmingr2\4\2\19_-1.6100.jpg,-1.61,0.7297098636627197,2.33970986366272,1.5704931020736694,3.1804931020736698
20,E:\桌面\kunmingr2\kunmingr2\4\2\20_1.7000.jpg,1.7,0.6969329118728638,1.0030670881271362,1.4261707067489624,0.27382929325103755
21,E:\桌面\kunmingr2\kunmingr2\4\2\21_1.7000.jpg,1.7,0.7201892733573914,0.9798107266426086,1.3409502506256104,0.3590497493743896
22,E:\桌面\kunmingr2\kunmingr2\4\2\22_1.7000.jpg,1.7,1.1600611209869385,0.5399388790130615,1.3211658000946045,0.37883419990539546
23,E:\桌面\kunmingr2\kunmingr2\4\2\23_1.7000.jpg,1.7,0.5118669271469116,1.1881330728530883,1.2298665046691895,0.4701334953308105
24,E:\桌面\kunmingr2\kunmingr2\4\2\24_1.7000.jpg,1.7,0.4751124382019043,1.2248875617980957,1.1726258993148804,0.5273741006851196
