index,image,groundTruth,improved_mobilenet_aux,improved_mobilenet_aux_abs_error,legacy_original_cnn,legacy_original_cnn_abs_error
0,E:\桌面\kunmingr2\kunmingr2\1\2\0_0.0000.jpg,0.0,-0.02268323302268982,0.02268323302268982,0.25954505801200867,0.25954505801200867
1,E:\桌面\kunmingr2\kunmingr2\1\2\1_0.0000.jpg,0.0,-0.048333778977394104,0.048333778977394104,0.34439295530319214,0.34439295530319214
2,E:\桌面\kunmingr2\kunmingr2\1\2\2_0.0000.jpg,0.0,-0.39214247465133667,0.39214247465133667,0.5320144295692444,0.5320144295692444
3,E:\桌面\kunmingr2\kunmingr2\1\2\3_0.0000.jpg,0.0,-0.3239947259426117,0.3239947259426117,0.6367712020874023,0.6367712020874023
4,E:\桌面\kunmingr2\kunmingr2\1\2\4_0.0000.jpg,0.0,-0.5869669914245605,0.5869669914245605,0.6772812604904175,0.6772812604904175
5,E:\桌面\kunmingr2\kunmingr2\1\2\5_0.0000.jpg,0.0,-0.8463271260261536,0.8463271260261536,0.7836865186691284,0.7836865186691284
6,E:\桌面\kunmingr2\kunmingr2\1\2\6_0.0000.jpg,0.0,-0.7018371224403381,0.7018371224403381,0.6027393341064453,0.6027393341064453
7,E:\桌面\kunmingr2\kunmingr2\1\2\7_0.0000.jpg,0.0,-0.5772361159324646,0.5772361159324646,0.3227669298648834,0.3227669298648834
8,E:\桌面\kunmingr2\kunmingr2\1\2\8_0.0000.jpg,0.0,-0.8409127593040466,0.8409127593040466,0.13473773002624512,0.13473773002624512
9,E:\桌面\kunmingr2\kunmingr2\1\2\9_0.0000.jpg,0.0,-1.0695528984069824,1.0695528984069824,-0.19778165221214294,0.19778165221214294
10,E:\桌面\kunmingr2\kunmingr2\1\2\10_-2.5000.jpg,-2.5,-0.9587001204490662,1.5412998795509338,-0.49265608191490173,2.0073439180850983
11,E:\桌面\kunmingr2\kunmingr2\1\2\11_-2.5000.jpg,-2.5,-0.8314347863197327,1.6685652136802673,-0.6813350915908813,1.8186649084091187
12,E:\桌面\kunmingr2\kunmingr2\1\2\12_-2.5000.jpg,-2.5,-0.8577614426612854,1.6422385573387146,-0.6113427877426147,1.8886572122573853
13,E:\桌面\kunmingr2\kunmingr2\1\2\13_-2.5000.jpg,-2.5,-1.1531898975372314,1.3468101024627686,-0.5533753633499146,1.9466246366500854
14,E:\桌面\kunmingr2\kunmingr2\1\2\14_-2.5000.jpg,-2.5,-0.7564886808395386,1.7435113191604614,-0.49371537566185,2.00628462433815
15,E:\桌面\kunmingr2\kunmingr2\1\2\15_-2.5000.jpg,-2.5,-1.1038267612457275,1.3961732387542725,-0.7953153848648071,1.7046846151351929
16,E:\桌面\kunmingr2\kunmingr2\1\2\16_-2.5000.jpg,-2.5,-1.4128620624542236,1.0871379375457764,-1.032974362373352,1.467025637626648
17,E:\桌面\kunmingr2\kunmingr2\1\2\17_-2.5000.jpg,-2.5,-1.4628684520721436,1.0371315479278564,-1.325447678565979,1.174552321434021
18,E:\桌面\kunmingr2\kunmingr2\1\2\18_-2.5000.jpg,-2.5,-1.524094820022583,0.975905179977417,-0.9560242891311646,1.5439757108688354
19,E:\桌面\kunmingr2\kunmingr2\1\2\19_-2.5000.jpg,-2.5,-1.4588072299957275,1.0411927700042725,1.5961371660232544,4.096137166023254
20,E:\桌面\kunmingr2\kunmingr2\1\2\20_-2.5000.jpg,-2.5,-1.5559732913970947,0.9440267086029053,1.919984221458435,4.419984221458435
21,E:\桌面\kunmingr2\kunmingr2\1\2\21_-2.5000.jpg,-2.5,-1.6697337627410889,0.8302662372589111,1.8475571870803833,4.347557187080383
22,E:\桌面\kunmingr2\kunmingr2\1\2\22_-2.5000.jpg,-2.5,-1.562464952468872,0.9375350475311279,1.747747778892517,4.247747778892517
23,E:\桌面\kunmingr2\kunmingr2\1\2\23_-2.5000.jpg,-2.5,-1.5636107921600342,0.9363892078399658,1.6105543375015259,4.110554337501526
24,E:\桌面\kunmingr2\kunmingr2\1\2\24_-2.5000.jpg,-2.5,-1.0525221824645996,1.4474778175354004,1.6001001596450806,4.100100159645081
25,E:\桌面\kunmingr2\kunmingr2\1\2\25_-2.5000.jpg,-2.5,-1.4090838432312012,1.0909161567687988,1.4973995685577393,3.9973995685577393
26,E:\桌面\kunmingr2\kunmingr2\1\2\26_-2.5000.jpg,-2.5,-1.119379997253418,1.380620002746582,1.2758527994155884,3.7758527994155884
27,E:\桌面\kunmingr2\kunmingr2\1\2\27_0.0000.jpg,0.0,0.031209036707878113,0.031209036707878113,0.17678746581077576,0.17678746581077576
28,E:\桌面\kunmingr2\kunmingr2\1\2\28_0.0000.jpg,0.0,0.881659984588623,0.881659984588623,-0.440168172121048,0.440168172121048
29,E:\桌面\kunmingr2\kunmingr2\1\2\29_0.0000.jpg,0.0,0.5737684369087219,0.5737684369087219,-1.1592377424240112,1.1592377424240112
30,E:\桌面\kunmingr2\kunmingr2\1\2\30_1.5300.jpg,1.53,0.09574105590581894,1.434258944094181,-1.1983968019485474,2.7283968019485476
31,E:\桌面\kunmingr2\kunmingr2\1\2\31_1.5300.jpg,1.53,1.284360647201538,0.24563935279846194,-1.2609182596206665,2.7909182596206668
